날짜,리그,팀,상대,득점,실점,승리,장소,시기
2020-06-18,라리가,에이바르,아틀레틱 클루브,2,2,0,안방,AC
2020-06-19,라리가,데포르티보 알라베스,레알 소시에다드,2,0,1,안방,AC
2020-06-19,라리가,레알 마드리드,발렌시아,3,0,1,안방,AC
2020-06-20,라리가,세비야,바르셀로나,0,0,0,안방,AC
2020-06-20,라리가,그라나다,비야레알,0,1,0,안방,AC
2020-06-20,라리가,RCD 마요르카,CD 레가네스,1,1,0,안방,AC
2020-06-20,라리가,RCD 에스파뇰,레반테,1,3,0,안방,AC
2020-06-21,라리가,아틀레티코 마드리드,레알 바야돌리드,1,0,1,안방,AC
2020-06-21,라리가,아틀레틱 클루브,레알 베티스,1,0,1,안방,AC
2020-06-21,라리가,헤타페,에이바르,1,1,0,안방,AC
2020-06-21,라리가,셀타 비고,데포르티보 알라베스,6,0,1,안방,AC
2020-06-22,라리가,레알 소시에다드,레알 마드리드,1,2,0,안방,AC
2020-06-22,라리가,발렌시아,오사수나,2,0,1,안방,AC
2020-06-23,라리가,CD 레가네스,그라나다,0,0,0,안방,AC
2020-06-23,라리가,비야레알,세비야,2,2,0,안방,AC
2020-06-24,라리가,레반테,아틀레티코 마드리드,0,1,0,안방,AC
2020-06-24,라리가,바르셀로나,아틀레틱 클루브,1,0,1,안방,AC
2020-06-24,라리가,레알 바야돌리드,헤타페,1,1,0,안방,AC
2020-06-25,라리가,데포르티보 알라베스,오사수나,0,1,0,안방,AC
2020-06-25,라리가,레알 소시에다드,셀타 비고,0,1,0,안방,AC
2020-06-25,라리가,레알 마드리드,RCD 마요르카,2,0,1,안방,AC
2020-06-26,라리가,레알 베티스,RCD 에스파뇰,1,0,1,안방,AC
2020-06-26,라리가,에이바르,발렌시아,1,0,1,안방,AC
2020-06-27,라리가,세비야,레알 바야돌리드,1,1,0,안방,AC
2020-06-27,라리가,아틀레틱 클루브,RCD 마요르카,3,1,1,안방,AC
2020-06-28,라리가,아틀레티코 마드리드,데포르티보 알라베스,2,1,1,안방,AC
2020-06-28,라리가,오사수나,CD 레가네스,2,1,1,안방,AC
2020-06-28,라리가,셀타 비고,바르셀로나,2,2,0,안방,AC
2020-06-28,라리가,레반테,레알 베티스,4,2,1,안방,AC
2020-06-29,라리가,RCD 에스파뇰,레알 마드리드,0,1,0,안방,AC
2020-06-29,라리가,그라나다,에이바르,1,2,0,안방,AC
2020-06-29,라리가,비야레알,발렌시아,2,0,1,안방,AC
2020-06-30,라리가,헤타페,레알 소시에다드,2,1,1,안방,AC
2020-07-01,라리가,CD 레가네스,세비야,0,3,0,안방,AC
2020-07-01,라리가,바르셀로나,아틀레티코 마드리드,2,2,0,안방,AC
2020-07-01,라리가,RCD 마요르카,셀타 비고,5,1,1,안방,AC
2020-07-02,라리가,레알 바야돌리드,레반테,0,0,0,안방,AC
