"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment"
"FF","2020-08-28","88.9","2.40","5.98","Hyun Jin Ryu",623993,547943,"null","ball",,,,,"13","null","R","R","L","TOR","BAL","B","null","null",1,1,2020,"0.7","1.2","-1.65","2.11","null","null",593643,0,1,"Top","null","null",,,"643376",,"null",-11.353631568003212,-128.96042935510135,-5.9172441909463895,9.952578932623663,26.92698750346734,-17.75119903100738,"3.40","1.73","null","null","null","88.9","1966","6.4",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.05","null","null","null","null","null","null","null",2,"3","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"FC","2020-08-28","85.5","2.37","6.14","Hyun Jin Ryu",623993,547943,"null","ball",,,,,"12","null","R","R","L","TOR","BAL","B","null","null",0,1,2020,"0.2","0.7","0.32","4.08","null","null",593643,0,1,"Top","null","null",,,"643376",,"null",-5.2631226814823,-124.52898280071868,-0.00899842255515304,3.2605949810888015,23.287756695760514,-25.237540732682962,"3.36","1.66","null","null","null","85.7","1846","6.2",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.30","null","null","null","null","null","null","null",2,"2","Cutter",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2020-08-28","88.1","2.65","5.93","Hyun Jin Ryu",623993,547943,"null","foul",,,,,"9","null","R","R","L","TOR","BAL","S","null","null",0,0,2020,"1.2","0.8","0.59","2.09","null","null",593643,0,1,"Top","null","null",,,"643376",,"null",-7.433062199694277,-128.11504944592525,-4.950610995813047,14.393444055612104,26.517517727631983,-22.147729554335537,"3.31","1.62","191","73.2","55","88.0","1827","6.3",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.21","null","null","null","null","null","null","null",2,"1","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"SI","2020-08-28","87.4","2.33","5.96","Hyun Jin Ryu",593643,547943,"single","hit_into_play_no_out",,,,,"5","Hanser Alberto singles on a soft bunt ground ball to third baseman Travis Shaw.  ","R","R","L","TOR","BAL","X",5,"ground_ball",1,0,2020,"1.3","0.9","0.26","2.25","null","null","null",0,1,"Top","120.35","195.14",,,"643376",,"null",-7.6667562820135675,-127.10005067503046,-4.601952773780928,15.794920930100512,25.61490360402557,-21.882100601993493,"3.37","1.57","6","31.2","-42","87.3","2045","6.2",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.26","0.186","0.167","0.90",1,1,0,1,1,"2","Sinker",0,0,0,0,0,0,0,0,"Standard","Standard"
"FF","2020-08-28","86.9","2.47","6.03","Hyun Jin Ryu",593643,547943,"null","ball",,,,,"12","null","R","R","L","TOR","BAL","B","null","null",0,0,2020,"1.1","0.9","1.27","2.83","null","null","null",0,1,"Top","null","null",,,"643376",,"null",-5.15364835015837,-126.56377548609287,-3.4889095345609,12.954286940255775,23.491609797755075,-21.470985562862754,"3.59","1.71","null","null","null","87.4","2016","6.3",630871,547943,"643376","665489","624415","543768","605412","666971","545341","606192","54.16","null","null","null","null","null","null","null",1,"1","4-Seam Fastball",0,0,0,0,0,0,0,0,"Standard","Standard"
"CU","2020-08-22","72.5","2.22","5.82","Hyun Jin Ryu",572287,547943,"strikeout","foul_tip",,,,,"13","Mike Zunino strikes out on a foul tip.  ","R","R","L","TB","TOR","S",2,"null",2,2,2020,"-1.1","-1.2","-0.59","1.32","null","null",622534,2,5,"Bot","null","null",,,"624512",,"null",-3.7772585393720326,-105.43663877643564,0.6994553588270984,-7.2751564740108625,21.571046553966063,-41.50840182627225,"3.47","1.59","null","null","null","72.8","2494","7.0",630948,547943,"624512","642133","624415","543768","605412","666971","545341","606192","53.46","null","null","0.00",1,0,0,"null",38,"5","Curveball",1,1,1,1,1,1,1,1,"Infield shift","Strategic"
"FF","2020-08-22","88.8","2.37","5.62","Hyun Jin Ryu",572287,547943,"null","foul",,,,,"1","null","R","R","L","TB","TOR","S","null","null",2,1,2020,"0.8","1.5","-0.75","3.10","null","null",622534,2,5,"Bot","null","null",,,"624512",,"null",-9.480472197610013,-128.97164277443585,-3.3074227893415338,11.07176680477353,29.088400756979308,-14.595936981153471,"3.47","1.59","null","null","null","89.8","2100","7.2",630948,547943,"624512","642133","624415","543768","605412","666971","545341","606192","53.33","null","null","null","null","null","null","null",38,"4","4-Seam Fastball",1,1,1,1,1,1,1,1,"Infield shift","Strategic"
"CH","2020-08-22","79.3","2.73","5.40","Hyun Jin Ryu",572287,547943,"null","foul",,,,,"6","null","R","R","L","TB","TOR","S","null","null",2,0,2020,"1.2","0.6","0.41","2.37","null","null",622534,2,5,"Bot","null","null",,,"624512",,"null",-7.481827606205008,-115.20543955964109,-0.9664352552786937,12.49739238833281,23.43969804469884,-26.574923611080564,"3.47","1.59","11","82.4","-15","79.9","1314","7.0",630948,547943,"624512","642133","624415","543768","605412","666971","545341","606192","53.48","null","null","null","null","null","null","null",38,"3","Changeup",1,1,1,1,1,1,1,1,"Infield shift","Strategic"
"CH","2020-08-22","79.9","2.75","5.40","Hyun Jin Ryu",572287,547943,"null","ball",,,,,"14","null","R","R","L","TB","TOR","B","null","null",1,0,2020,"1.4","1.0","0.01","1.07","null","null",622534,2,5,"Bot","null","null",,,"624512",,"null",-8.915384956218453,-115.89117464343612,-4.686604635030796,14.673543528422641,24.69102498724421,-22.29423190786016,"3.06","1.42","null","null","null","80.9","1541","7.5",630948,547943,"624512","642133","624415","543768","605412","666971","545341","606192","53.03","null","null","null","null","null","null","null",38,"2","Changeup",1,1,1,1,1,1,1,1,"Infield shift","Strategic"
"FF","2020-08-22","89.7","2.46","5.63","Hyun Jin Ryu",572287,547943,"null","ball",,,,,"11","null","R","R","L","TB","TOR","B","null","null",0,0,2020,"1.0","1.3","-0.42","3.39","null","null",622534,2,5,"Bot","null","null",,,"624512",,"null",-9.431957212227434,-130.30272787491023,-2.2077706821749827,13.909488958928028,29.855837469575462,-17.428327209898242,"3.18","1.50","null","null","null","90.5","2056","7.1",630948,547943,"624512","642133","624415","543768","605412","666971","545341","606192","53.43","null","null","null","null","null","null","null",38,"1","4-Seam Fastball",1,1,1,1,1,1,1,1,"Infield shift","Strategic"
"CH","2020-08-22","79.1","2.61","5.50","Hyun Jin Ryu",660294,547943,"strikeout","called_strike",,,,,"7","Yoshi Tsutsugo called out on strikes.  ","R","L","L","TB","TOR","S",2,"null",2,2,2020,"1.2","0.8","-0.49","1.47","null","null",622534,1,5,"Bot","null","null",,,"624512",,"null",-9.19035778832234,-114.83107148481747,-3.398340314088025,12.58053123970683,22.838513736421053,-24.985342424986033,"3.23","1.53","null","null","null","80.1","1571","7.3",630948,547943,"624512","642133","624415","543768","605412","666971","545341","606192","53.24","null","null","0.00",1,0,0,"null",37,"6","Changeup",1,1,1,1,1,1,1,1,"Standard","Standard"
"FF","2020-08-22","89.1","2.28","5.66","Hyun Jin Ryu",660294,547943,"null","ball",,,,,"11","null","R","L","L","TB","TOR","B","null","null",1,2,2020,"0.8","1.4","-0.21","3.76","null","null",622534,1,5,"Bot","null","null",,,"624512",,"null",-7.981980188243887,-129.46127305695893,-1.429853337137241,11.148875567551412,29.286906701050523,-16.925076713217504,"3.23","1.51","null","null","null","89.9","2089","7.0",630948,547943,"624512","642133","624415","543768","605412","666971","545341","606192","53.47","null","null","null","null","null","null","null",37,"5","4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard"
"CU","2020-08-22","72.7","2.21","5.78","Hyun Jin Ryu",660294,547943,"null","ball",,,,,"13","null","R","L","L","TB","TOR","B","null","null",0,2,2020,"-1.2","-1.2","-1.63","1.17","null","null",622534,1,5,"Bot","null","null",,,"624512",,"null",-5.774629295512256,-105.6347355011158,0.371567831622444,-7.5011564348909445,22.198926269795102,-41.00145428570401,"3.19","1.52","null","null","null","73.4","2573","7.4",630948,547943,"624512","642133","624415","543768","605412","666971","545341","606192","53.07","null","null","null","null","null","null","null",37,"4","Curveball",1,1,1,1,1,1,1,1,"Standard","Standard"
"FF","2020-08-22","89.4","2.44","5.61","Hyun Jin Ryu",660294,547943,"null","foul",,,,,"12","null","R","L","L","TB","TOR","S","null","null",0,2,2020,"1.1","1.2","0.58","3.55","null","null",622534,1,5,"Bot","null","null",,,"624512",,"null",-6.91518686519663,-130.00753659108565,-1.5125082764962134,13.690408413367516,29.15718289386673,-18.81425268178079,"3.23","1.53","null","null","null","89.9","2098","6.8",630948,547943,"624512","642133","624415","543768","605412","666971","545341","606192","53.70","null","null","null","null","null","null","null",37,"3","4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard"
"FC","2020-08-22","84.0","2.36","5.61","Hyun Jin Ryu",660294,547943,"null","called_strike",,,,,"7","null","R","L","L","TB","TOR","S","null","null",0,1,2020,"0.0","0.6","-0.57","1.63","null","null",622534,1,5,"Bot","null","null",,,"624512",,"null",-6.825204874636313,-122.2028974644562,-4.061833073535111,0.9697878986826238,23.612206173448396,-25.54727108955061,"3.28","1.53","null","null","null","85.2","1981","7.1",630948,547943,"624512","642133","624415","543768","605412","666971","545341","606192","53.44","null","null","null","null","null","null","null",37,"2","Cutter",1,1,1,1,1,1,1,1,"Standard","Standard"
"FF","2020-08-22","88.8","2.49","5.60","Hyun Jin Ryu",660294,547943,"null","foul",,,,,"2","null","R","L","L","TB","TOR","S","null","null",0,0,2020,"1.1","1.2","0.03","2.89","null","null",622534,1,5,"Bot","null","null",,,"624512",,"null",-8.357764923596456,-129.02904573658276,-3.166118705636852,13.587486850172176,28.00617038350157,-17.89782072363768,"3.23","1.53","210","74.1","38","89.8","2046","7.1",630948,547943,"624512","642133","624415","543768","605412","666971","545341","606192","53.42","null","null","null","null","null","null","null",37,"1","4-Seam Fastball",1,1,1,1,1,1,1,1,"Standard","Standard"
"SI","2020-08-22","89.2","2.60","5.47","Hyun Jin Ryu",622534,547943,"force_out","hit_into_play_score",,,,,"14","Manuel Margot grounds into a force out, second baseman Cavan Biggio to shortstop Joe Panik.   Willy Adames scores.    Joey Wendle out at 2nd.    Manuel Margot to 1st.  ","R","R","L","TB","TOR","X",4,"ground_ball",3,1,2020,"1.4","0.7","0.91","2.08",642715,"null",621563,0,5,"Bot","146.49","153.24",,,"624512",,"null",-7.325138452777175,-129.57474789837192,-3.864971223907166,17.79813235941629,29.25451157860204,-23.23759191531939,"3.24","1.53","4","98.8","-29","90.4","1910","7.3",630948,547943,"624512","642133","624415","543768","605412","666971","545341","606192","53.20","0.071","0.064","0.00",1,0,0,2,36,"5","Sinker",0,1,0,1,1,0,0,1,"Standard","Standard"
"CH","2020-08-22","81.1","2.54","5.45","Hyun Jin Ryu",622534,547943,"null","ball",,,,,"13","null","R","R","L","TB","TOR","B","null","null",2,1,2020,"1.1","0.4","-0.35","0.77",642715,"null",621563,0,5,"Bot","null","null",,,"624512",,"null",-8.793192089783469,-117.70419421387359,-4.551450278928358,12.416455536981678,24.44711059236291,-27.78789885204404,"3.25","1.53","null","null","null","81.9","1400","7.2",630948,547943,"624512","642133","624415","543768","605412","666971","545341","606192","53.33","null","null","null","null","null","null","null",36,"4","Changeup",0,1,0,1,1,0,0,1,"Standard","Standard"
"FF","2020-08-22","89.2","2.63","5.56","Hyun Jin Ryu",622534,547943,"null","ball",,,,,"12","null","R","R","L","TB","TOR","B","null","null",1,1,2020,"1.0","1.5","0.40","4.57",642715,"null",621563,0,5,"Bot","null","null",,,"624512",,"null",-7.75960591124386,-129.63443117336635,0.6162430530873396,13.278345764385993,28.95973529420531,-16.23158072981367,"3.24","1.64","null","null","null","90.0","1989","7.0",630948,547943,"624512","642133","624415","543768","605412","666971","545341","606192","53.47","null","null","null","null","null","null","null",36,"3","4-Seam Fastball",0,1,0,1,1,0,0,1,"Standard","Standard"
"CH","2020-08-22","79.5","2.73","5.46","Hyun Jin Ryu",622534,547943,"null","ball",,,,,"14","null","R","R","L","TB","TOR","B","null","null",0,1,2020,"1.4","0.4","1.49","2.26",642715,"null",621563,0,5,"Bot","null","null",,,"624512",,"null",-5.31073563628028,-115.54178176178361,-0.9363922975545901,13.144907177847001,24.389322872510725,-28.433641431820746,"3.24","1.53","null","null","null","79.5","1358","6.7",630948,547943,"624512","642133","624415","543768","605412","666971","545341","606192","53.81","null","null","null","null","null","null","null",36,"2","Changeup",0,1,0,1,1,0,0,1,"Standard","Standard"
"SI","2020-08-22","89.1","2.46","5.62","Hyun Jin Ryu",622534,547943,"null","foul",,,,,"6","null","R","R","L","TB","TOR","S","null","null",0,0,2020,"1.6","1.0","0.44","2.59",642715,"null",621563,0,5,"Bot","null","null",,,"624512",,"null",-8.474482614501365,-129.43136961023765,-3.5013529315950187,20.088675695932267,29.358000149757704,-20.273828202151527,"3.24","1.53","190","69.7","48","89.8","2029","7.0",630948,547943,"624512","642133","624415","543768","605412","666971","545341","606192","53.50","null","null","null","null","null","null","null",36,"1","Sinker",0,1,0,1,1,0,0,1,"Standard","Standard"
"SI","2020-08-22","90.6","2.41","5.56","Hyun Jin Ryu",621563,547943,"single","hit_into_play_no_out",,,,,"6","Joey Wendle singles on a ground ball to center fielder Randal Grichuk.   Willy Adames to 3rd.  ","R","L","L","TB","TOR","X",8,"ground_ball",3,2,2020,"1.6","0.7","0.48","2.19","null","null",642715,0,5,"Bot","120.45","81.77",,,"624512",,"null",-8.373193228993554,-131.61465847092353,-3.946665419418772,20.45752035986526,29.72096659265654,-23.50769408653029,"3.05","1.46","80","80.1","5","91.5","1938","7.1",630948,547943,"624512","642133","624415","543768","605412","666971","545341","606192","53.43","0.271","0.244","0.90",1,1,0,2,35,"9","Sinker",0,1,0,1,1,0,0,1,"Standard","Strategic"
"SI","2020-08-22","89.8","2.53","5.54","Hyun Jin Ryu",621563,547943,"null","foul",,,,,"8","null","R","L","L","TB","TOR","S","null","null",3,2,2020,"1.5","1.1","-0.12","1.93","null","null",642715,0,5,"Bot","null","null",,,"624512",,"null",-9.769152830041293,-130.24893133010326,-5.183973888596141,18.70533934220054,29.66899865684098,-19.178207003901655,"3.05","1.46","216","78.5","52","90.5","1999","7.1",630948,547943,"624512","642133","624415","543768","605412","666971","545341","606192","53.42","null","null","null","null","null","null","null",35,"8","Sinker",0,1,0,1,1,0,0,1,"Standard","Standard"
"CU","2020-08-22","73.0","2.21","5.85","Hyun Jin Ryu",621563,547943,"null","ball",,,,,"11","null","R","L","L","TB","TOR","B","null","null",2,2,2020,"-1.1","-1.1","-1.41","2.77","null","null",642715,0,5,"Bot","null","null",,,"624512",,"null",-5.49008581686801,-105.89767637716966,3.3526456316481865,-6.772657228834367,21.9998837177056,-41.49382292858561,"3.02","1.46","null","null","null","72.9","2551","6.9",630948,547943,"624512","642133","624415","543768","605412","666971","545341","606192","53.63","null","null","null","null","null","null","null",35,"7","Curveball",0,1,0,1,1,0,0,1,"Standard","Standard"
"CH","2020-08-22","80.2","2.71","5.43","Hyun Jin Ryu",621563,547943,"null","foul",,,,,"14","null","R","L","L","TB","TOR","S","null","null",2,2,2020,"1.4","0.3","0.31","1.31","null","null",642715,0,5,"Bot","null","null",,,"624512",,"null",-8.159331442680505,-116.45764878355402,-3.0066811099274693,14.53429294177384,23.76069882647655,-28.681302636664526,"3.05","1.46","51","84.2","2","81.4","1444","7.4",630948,547943,"624512","642133","624415","543768","605412","666971","545341","606192","53.12","null","null","null","null","null","null","null",35,"6","Changeup",0,1,0,1,1,0,0,1,"Standard","Standard"
"SI","2020-08-22","89.6","2.57","5.51","Hyun Jin Ryu",621563,547943,"null","foul",,,,,"14","null","R","L","L","TB","TOR","S","null","null",2,2,2020,"1.5","0.9","0.90","2.22","null","null",642715,0,5,"Bot","null","null",,,"624512",,"null",-7.482182394290355,-130.160353623721,-4.036654592628224,19.01778145009269,30.46561642867974,-20.98204808441453,"3.05","1.46","96","48.1","21","90.2","2058","7.0",630948,547943,"624512","642133","624415","543768","605412","666971","545341","606192","53.47","null","null","null","null","null","null","null",35,"5","Sinker",0,1,0,1,1,0,0,1,"Standard","Standard"
"CH","2020-08-22","80.2","2.52","5.53","Hyun Jin Ryu",621563,547943,"null","ball",,,,,"13","null","R","L","L","TB","TOR","B","null","null",1,2,2020,"1.1","0.4","-1.66","1.27","null","null",642715,0,5,"Bot","null","null",,,"624512",,"null",-11.622210931649066,-116.09266381211509,-3.4156560901916047,12.686179153448599,23.511244447766348,-27.934859626443725,"3.08","1.46","null","null","null","81.2","1469","7.5",630948,547943,"624512","642133","624415","543768","605412","666971","545341","606192","53.05","null","null","null","null","null","null","null",35,"4","Changeup",0,1,0,1,1,0,0,1,"Standard","Standard"
"SI","2020-08-22","89.0","2.32","5.59","Hyun Jin Ryu",621563,547943,"null","called_strike",,,,,"8","null","R","L","L","TB","TOR","S","null","null",1,1,2020,"1.5","1.0","-0.21","1.76","null","null",642715,0,5,"Bot","null","null",,,"624512",,"null",-9.521539161562771,-129.13327386894338,-5.52010452075112,19.043026973480202,30.280346667635104,-19.47603073686301,"3.09","1.46","null","null","null","89.6","2049","7.1",630948,547943,"624512","642133","624415","543768","605412","666971","545341","606192","53.39","null","null","null","null","null","null","null",35,"3","Sinker",0,1,0,1,1,0,0,1,"Standard","Standard"
"SI","2020-08-22","89.0","2.45","5.65","Hyun Jin Ryu",621563,547943,"null","called_strike",,,,,"2","null","R","L","L","TB","TOR","S","null","null",1,0,2020,"1.3","1.1","-0.10","2.78","null","null",642715,0,5,"Bot","null","null",,,"624512",,"null",-9.118902193449728,-129.21613818250742,-3.2280119885739937,16.64742812357751,29.49135096724545,-19.699226737761254,"3.13","1.46","null","null","null","89.7","2020","7.1",630948,547943,"624512","642133","624415","543768","605412","666971","545341","606192","53.42","null","null","null","null","null","null","null",35,"2","Sinker",0,1,0,1,1,0,0,1,"Standard","Standard"
