name,throw_bat,year,decade,avg,obp,slg,ops,hr,rbi,rank,team_game
¼­°ÇÃ¢,¿ìÁÂ,2012,2010,0.266,0.335,0.367,0.703,1,40,29,133
Á¤±Ù¿ì,¿ì¿ì,2012,2010,0.266,0.333,0.362,0.695,8,46,30,133
±èÀçÈ¯,¿ìÁÂ,2020,2010,0.266,0.373,0.494,0.867,30,113,48,144
±è±¤¼ö,¿ì¿ì,1984,1980,0.265,0.321,0.351,0.672,2,21,21,100
ÀÌ°­µ·,ÁÂÁÂ,1991,1990,0.265,0.332,0.416,0.747,11,55,26,126
ÀÌÈ£¼º,¿ì¿ì,1994,1990,0.265,0.359,0.374,0.733,9,49,22,126
±èµ¿ÁÖ,¿ì¿ì,1998,1990,0.265,0.32,0.473,0.792,24,89,34,126
½ÉÀçÇÐ,ÁÂÁÂ,2000,1990,0.265,0.361,0.486,0.847,21,75,30,133
±èÁ¾±¹,¿ì¿ì,2004,2000,0.265,0.323,0.371,0.694,10,46,38,133
¼ÛÁö¸¸,¿ì¿ì,2004,2000,0.265,0.354,0.444,0.799,22,74,39,133
ÃÖµ¿¼ö,¿ì¿ì,2008,2000,0.265,0.331,0.415,0.746,14,62,31,126
±èÅÂ¿Ï,¿ì¿ì,2010,2000,0.265,0.42,0.422,0.842,15,62,35,133
¼ÕÁÖÀÎ,¿ì¿ì,2013,2010,0.265,0.333,0.356,0.689,3,41,36,128
ÀÌ¿ø¼®,¿ì¿ì,2017,2010,0.265,0.325,0.45,0.775,18,62,45,144
Á¤¼öºó,ÁÂÁÂ,2019,2010,0.265,0.354,0.331,0.685,0,41,44,144
ÇÑµ¿¹Î,¿ìÁÂ,2019,2010,0.265,0.375,0.396,0.77,12,52,45,144
±èÀç¹Ú,¿ì¿ì,1986,1980,0.264,0.326,0.363,0.689,4,43,23,108
±è¹ÎÈ£,ÁÂÁÂ,1987,1980,0.264,0.36,0.356,0.716,4,50,29,108
ÀåÃ¤±Ù,¿ì¿ì,1992,1990,0.264,0.388,0.518,0.906,23,62,29,126
±è»óÈ£,¿ì¿ì,1993,1990,0.264,0.331,0.382,0.713,11,56,21,126
±èµ¿±â,¿ì¿ì,1994,1990,0.264,0.349,0.429,0.779,15,50,23,126
°øÇÊ¼º,¿ì¿ì,1995,1990,0.264,0.375,0.362,0.737,4,50,22,126
¾çÈ¸¿­,¿ì¿ì,1995,1990,0.264,0.303,0.295,0.598,0,22,23,126
ÃÖÈÆÀç,ÁÂÁÂ,1998,1990,0.264,0.336,0.377,0.713,9,49,35,126
ÀåÁ¾ÈÆ,¿ì¿ì,2000,1990,0.264,0.355,0.494,0.849,28,81,31,133
Á¶°æÈ¯,¿ì¿ì,2000,1990,0.264,0.35,0.508,0.858,25,64,32,133
ÀÌ´ëÇü,ÁÂÁÂ,2008,2000,0.264,0.312,0.281,0.593,0,33,32,126
¼Û±¤¹Î,¿ì¿ì,2019,2010,0.264,0.299,0.357,0.656,7,51,46,144
±èÀÎ½Ä,¿ì¿ì,1983,1980,0.263,0.299,0.324,0.622,1,30,25,100
À¯½Â¾È,¿ì¿ì,1988,1980,0.263,0.357,0.475,0.832,15,55,29,108
ÃÖ°è¿µ,¿ì¿ì,1990,1980,0.263,0.335,0.353,0.688,1,21,26,120
ÀüÁØÈ£,ÁÂÁÂ,1991,1990,0.263,0.357,0.347,0.704,2,48,27,126
°­Á¤±æ,ÁÂÁÂ,1992,1990,0.263,0.37,0.429,0.799,14,63,30,126
¹Ú°è¿ø,¿ì¿ì,1993,1990,0.263,0.315,0.332,0.647,3,43,22,126
ÃÖÅÂ¿ø,¿ì¿ì,1993,1990,0.263,0.337,0.313,0.65,1,23,23,126
Á¤¼ö±Ù,ÁÂÁÂ,1997,1990,0.263,0.348,0.313,0.661,2,34,30,126
¹ÚÁø¸¸,¿ì¿ì,1999,1990,0.263,0.322,0.349,0.671,3,42,37,132
±èÇÑ¼ö,¿ì¿ì,2000,1990,0.263,0.322,0.369,0.69,7,57,33,133
³ªÁö¿Ï,¿ì¿ì,2009,2000,0.263,0.369,0.474,0.843,23,73,37,133
ÀÌ¼º¿­,¿ìÁÂ,2010,2000,0.263,0.339,0.504,0.842,24,86,36,133
Á¤¼ºÈÆ,¿ì¿ì,2010,2000,0.263,0.339,0.356,0.695,4,38,37,133
¿À¼±Áø,¿ì¿ì,2012,2010,0.263,0.309,0.346,0.654,3,41,31,133
Àå¼ºÈ£,ÁÂÁÂ,2012,2010,0.263,0.365,0.392,0.756,9,52,32,133
¸ðÃ¢¹Î,¿ì¿ì,2014,2010,0.263,0.317,0.413,0.73,16,72,52,128
¾ç¼®È¯,¿ì¿ì,2017,2010,0.263,0.328,0.431,0.759,14,83,46,144
±è»ó¼ö,¿ì¿ì,2018,2010,0.263,0.31,0.362,0.673,10,50,56,144
¾ç¼®È¯,¿ì¿ì,2018,2010,0.263,0.305,0.455,0.761,22,82,57,144
¼Û¿µ¿î,ÁÂÁÂ,1982,1980,0.262,0.326,0.323,0.649,1,28,26,80
±è¹«Á¾,¿ì¿ì,1983,1980,0.262,0.312,0.453,0.765,12,60,26,100
¿ì°æÇÏ,¿ì¿ì,1986,1980,0.262,0.315,0.346,0.662,5,18,24,108
Á¤±¸¼±,¿ì¿ì,1986,1980,0.262,0.333,0.406,0.739,13,42,25,108
±è±¤¼ö,¿ì¿ì,1988,1980,0.262,0.334,0.363,0.697,6,40,30,108
¹ÚÁ¾ÈÆ,ÁÂÁÂ,1988,1980,0.262,0.322,0.327,0.649,3,36,31,108
±è±âÅÂ,ÁÂÁÂ,1991,1990,0.262,0.374,0.487,0.861,27,92,28,126
È«Çö¿ì,¿ì¿ì,1993,1990,0.262,0.356,0.401,0.757,13,61,24,126
±èÇü¼®,ÁÂÁÂ,1994,1990,0.262,0.335,0.341,0.676,6,51,24,126
±è¿ë¼±,¿ì¿ì,1995,1990,0.262,0.326,0.403,0.728,10,38,24,126
È«¿ø±â,¿ì¿ì,1996,1990,0.262,0.345,0.385,0.729,9,47,24,126
µ¿ºÀÃ¶,ÁÂÁÂ,1997,1990,0.262,0.339,0.372,0.711,5,29,31,126
ÃÖÀÍ¼º,¿ì¿ì,1998,1990,0.262,0.369,0.406,0.775,13,42,36,126
ÃÖÅÂ¿ø,¿ì¿ì,2000,1990,0.262,0.345,0.323,0.668,5,50,34,133
Àü»ó·Ä,ÁÂÁÂ,2003,2000,0.262,0.334,0.329,0.663,1,29,34,133
±è»óÈÆ2,¿ì¿ì,2004,2000,0.262,0.312,0.378,0.69,8,45,40,133
ÀÌ¿ø¼®,¿ì¿ì,2007,2000,0.262,0.3,0.303,0.604,1,29,33,126
¹Ú°æ¿Ï,¿ì¿ì,2010,2000,0.262,0.369,0.425,0.794,14,67,38,133
¿ÀÁöÈ¯,¿ìÁÂ,2014,2010,0.262,0.351,0.413,0.765,8,56,53,128
Á¶µ¿È­,ÁÂÁÂ,2014,2010,0.262,0.315,0.325,0.64,2,52,54,128
¹Ú°æ¼ö,¿ì¿ì,2017,2010,0.262,0.352,0.43,0.782,15,66,47,144
¹Ú°æ¼ö,¿ì¿ì,2018,2010,0.262,0.356,0.472,0.828,25,74,58,144
Á¤Àº¿ø,¿ìÁÂ,2019,2010,0.262,0.317,0.374,0.691,8,57,47,144
ÇÔÇÐ¼ö,¿ì¿ì,1982,1980,0.261,0.321,0.41,0.731,7,51,27,80
ÇÔÇÐ¼ö,¿ì¿ì,1983,1980,0.261,0.29,0.359,0.649,5,32,27,100
Á¤±¸¼±,¿ì¿ì,1985,1980,0.261,0.38,0.406,0.786,14,53,22,110
±èÀÏ±Ç,¿ì¿ì,1989,1980,0.261,0.316,0.334,0.65,1,28,26,120
±è¼ºÇÑ,¿ì¿ì,1992,1990,0.261,0.331,0.415,0.746,15,59,31,126
¼Û±¸È«,¿ì¿ì,1996,1990,0.261,0.333,0.378,0.712,7,38,25,126
±èÃ¢Èñ,¿ì¿ì,1999,1990,0.261,0.371,0.384,0.756,10,39,38,132
ºê¸®¶Ç,¿ì¿ì,2004,2000,0.261,0.347,0.416,0.763,13,50,41,133
¾çÁØÇõ,ÁÂÁÂ,2005,2000,0.261,0.369,0.404,0.772,13,50,36,126
±èÁÖÂù,¿ì¿ì,2007,2000,0.261,0.294,0.349,0.643,5,30,34,126
¼Û±¤¹Î,¿ì¿ì,2009,2000,0.261,0.287,0.403,0.69,14,43,38,133
ÀÌ´ëÇü,ÁÂÁÂ,2010,2000,0.261,0.333,0.304,0.637,1,43,39,133
ÃÖÁøÇà,¿ì¿ì,2010,2000,0.261,0.339,0.515,0.854,32,92,40,133
ºê¶ó¿î,¿ì¿ì,2015,2010,0.261,0.361,0.496,0.857,28,76,49,144
À¯°­³²,¿ì¿ì,2020,2010,0.261,0.33,0.415,0.745,16,74,49,144
È«¹®Á¾,ÁÂÁÂ,1985,1980,0.26,0.327,0.412,0.739,11,58,23,110
À±ÀçÈ£,¿ì¿ì,1990,1980,0.26,0.315,0.328,0.643,2,33,27,120
ÀÌ¼±¿õ,¿ì¿ì,1990,1980,0.26,0.323,0.3,0.624,1,47,28,120
¹ÚÁ¾È£,¿ì¾ç,1994,1990,0.26,0.365,0.391,0.756,6,56,25,126
±èµ¿¼ö,¿ì¿ì,1995,1990,0.26,0.337,0.407,0.744,10,35,25,126
Àå¿øÁø,¿ì¾ç,1995,1990,0.26,0.32,0.377,0.696,9,58,26,126
Á¤¼ºÈÆ,¿ì¿ì,2000,1990,0.26,0.296,0.326,0.622,1,37,35,133
°­¼®Ãµ,¿ì¿ì,2001,2000,0.26,0.31,0.324,0.634,2,45,40,133
±è»óÈÆ2,¿ì¿ì,2001,2000,0.26,0.306,0.336,0.642,6,41,41,133
±è¹ÎÀç,¿ì¿ì,2004,2000,0.26,0.289,0.322,0.611,4,40,42,133
ÀÌÁ¾¹ü,¿ì¿ì,2004,2000,0.26,0.344,0.422,0.766,17,52,43,133
¹ÚÂùÈ£,¿ì¿ì,2019,2010,0.26,0.299,0.317,0.616,2,49,48,144
±èÀÎ½Ä,¿ì¿ì,1982,1980,0.259,0.324,0.317,0.641,3,25,28,80
Â÷¿µÈ­,¿ì¿ì,1982,1980,0.259,0.333,0.309,0.642,1,12,29,80
¹ÚÁ¾ÈÆ,ÁÂÁÂ,1986,1980,0.259,0.332,0.363,0.694,6,28,26,108
¸¶ÇØ¿µ,¿ì¿ì,1997,1990,0.259,0.329,0.487,0.815,25,75,32,126
¹ÚÀçÈ«,¿ì¿ì,2006,2000,0.259,0.356,0.431,0.787,18,73,28,126
Á¶µ¿Âù,¿ì¿ì,2006,2000,0.259,0.312,0.376,0.688,10,46,29,126
¹Ú°æ¼ö,¿ì¿ì,2008,2000,0.259,0.32,0.36,0.68,8,43,33,126
±è¼ºÇÑ,¿ì¿ì,1984,1980,0.258,0.336,0.411,0.747,12,41,22,100
±èÀÎ½Ä,¿ì¿ì,1984,1980,0.258,0.305,0.357,0.662,3,28,23,100
°­Á¤±æ,ÁÂÁÂ,1994,1990,0.258,0.351,0.357,0.709,6,50,26,126
ÀÌÈ£¼º,¿ì¿ì,1996,1990,0.258,0.306,0.359,0.665,9,63,26,126
ÃÖÅÂ¿ø,¿ì¿ì,1996,1990,0.258,0.313,0.327,0.641,1,40,27,126
±èÅÂ±Õ,¿ì¿ì,1997,1990,0.258,0.345,0.467,0.812,16,62,33,126
±è¹ÎÀç,¿ì¿ì,2002,2000,0.258,0.3,0.387,0.687,12,50,34,133
ÀÌµµÇü,¿ì¿ì,2005,2000,0.258,0.326,0.478,0.804,22,72,37,126
½ÉÁ¤¼ö,¿ì¿ì,2007,2000,0.258,0.382,0.515,0.897,31,101,35,126
Á¤ÈÆ,¿ì¿ì,2013,2010,0.258,0.321,0.364,0.684,5,37,37,128
ÃÖÁöÈÆ,¿ìÁÂ,2020,2010,0.258,0.318,0.326,0.645,1,27,50,144
¼­Á¤È¯,¿ì¿ì,1983,1980,0.257,0.318,0.339,0.657,3,34,28,100
ÀÌ¿µ±¸,¿ì¿ì,1984,1980,0.257,0.33,0.357,0.687,5,37,24,100
ÀÌ¼øÃ¶,¿ì¿ì,1986,1980,0.257,0.323,0.451,0.774,14,40,27,108
±è»óÈ£,¿ì¿ì,1989,1980,0.257,0.352,0.412,0.764,13,56,27,120
°­¼®Ãµ,¿ì¿ì,1992,1990,0.257,0.308,0.427,0.736,12,54,32,126
±èµ¿¼ö,¿ì¿ì,1992,1990,0.257,0.343,0.475,0.818,20,69,33,126
Á¤¿µ±Ô,ÁÂÁÂ,1993,1990,0.257,0.327,0.386,0.713,11,41,25,126
¹éÀçÈ£,¿ì¿ì,1998,1990,0.257,0.329,0.42,0.749,13,45,37,126
¹Ú°æ¿Ï,¿ì¿ì,2001,2000,0.257,0.392,0.463,0.856,24,81,42,133
È«¼¼¿Ï,¿ì¿ì,2002,2000,0.257,0.312,0.399,0.711,12,69,35,133
¹Ú¿ëÅÃ,¿ìÁÂ,2003,2000,0.257,0.321,0.391,0.711,11,51,35,133
Á¶ÀÎ¼º,¿ì¿ì,2003,2000,0.257,0.294,0.446,0.741,19,58,36,133
ÃÖµ¿¼ö,¿ì¿ì,2004,2000,0.257,0.3,0.433,0.733,15,57,44,133
ÀÌ¹üÈ£,¿ì¿ì,2006,2000,0.257,0.364,0.463,0.828,20,73,30,126
ÀÌÇö°ï,¿ì¿ì,2008,2000,0.257,0.312,0.331,0.642,2,40,34,126
±è¹Î¿ì,¿ì¿ì,2010,2000,0.257,0.347,0.376,0.723,9,44,41,133
¹ÚÁ¾À±,ÁÂÁÂ,2012,2010,0.257,0.293,0.387,0.68,9,47,33,133
½ºÅ©·°½º,¿ì¿ì,2018,2010,0.257,0.345,0.483,0.828,26,97,59,144
Á¤±¸¼±,¿ì¿ì,1983,1980,0.256,0.323,0.413,0.736,15,35,29,100
¼­Á¤È¯,¿ì¿ì,1986,1980,0.256,0.327,0.317,0.644,3,24,28,108
±è¿µÁ÷,ÁÂÁÂ,1992,1990,0.256,0.345,0.385,0.73,6,44,34,126
±è»ó±¹,¿ì¿ì,1994,1990,0.256,0.341,0.357,0.698,7,48,27,126
¿ìÁî,¿ì¿ì,2002,2000,0.256,0.344,0.499,0.843,25,82,36,133
½ÉÁ¤¼ö,¿ì¿ì,2004,2000,0.256,0.391,0.48,0.87,22,78,45,133
½Å¸íÃ¶,¿ì¿ì,2005,2000,0.256,0.292,0.363,0.656,5,33,38,126
ÀÌµµÇü,¿ì¿ì,2006,2000,0.256,0.305,0.441,0.746,19,63,31,126
¹ÚÇÑÀÌ,ÁÂÁÂ,2011,2010,0.256,0.347,0.338,0.685,4,30,31,133
¿ÀÁöÈ¯,¿ìÁÂ,2013,2010,0.256,0.344,0.399,0.744,9,47,38,128
ÀÌ´ë¼ö,¿ì¿ì,2013,2010,0.256,0.324,0.356,0.68,4,42,39,128
Á¶µ¿È­,ÁÂÁÂ,2013,2010,0.256,0.346,0.307,0.653,0,19,40,128
ÀÌ¼º¿­,¿ìÁÂ,2019,2010,0.256,0.345,0.464,0.809,21,85,49,144
±è±¤¼ö,¿ì¿ì,1985,1980,0.255,0.33,0.37,0.7,9,40,24,110
¹ÚÈï½Ä,ÁÂÁÂ,1986,1980,0.255,0.319,0.302,0.621,0,40,29,108
½Å°æ½Ä,ÁÂÁÂ,1990,1980,0.255,0.318,0.358,0.676,5,42,29,120
±è»óÈÆ,ÁÂÁÂ,1991,1990,0.255,0.317,0.371,0.688,7,41,29,126
±èÀçÇö,ÁÂÁÂ,1995,1990,0.255,0.351,0.438,0.789,15,56,27,126
±è½Ç,ÁÂÁÂ,1998,1990,0.255,0.329,0.332,0.661,4,45,38,126
¾ÈÀç¸¸,¿ì¿ì,2001,2000,0.255,0.343,0.385,0.728,11,44,43,133
Ã¤Á¾¹ü,¿ì¿ì,2001,2000,0.255,0.336,0.354,0.689,8,38,44,133
ºê¸®¶Ç,¿ì¿ì,2003,2000,0.255,0.321,0.463,0.784,20,58,37,133
¹ÚÁ¤±Ç,ÁÂÁÂ,2012,2010,0.255,0.326,0.389,0.716,12,59,34,133
¹ÚÁ¾À±,ÁÂÁÂ,2013,2010,0.255,0.3,0.383,0.683,7,58,41,128
Á¤±¸¼±,¿ì¿ì,1987,1980,0.254,0.356,0.39,0.746,9,42,30,108
±è°æ±â,¿ì¿ì,1992,1990,0.254,0.314,0.443,0.757,21,65,35,126
Á¶ÀÎ¼º,¿ì¿ì,2004,2000,0.254,0.32,0.358,0.678,8,49,46,133
±èÇÑ¼ö,¿ì¿ì,2006,2000,0.254,0.342,0.359,0.7,7,54,32,126
±èÅÂ±º,¿ì¿ì,2015,2010,0.254,0.304,0.354,0.658,6,52,50,144
ÇÏÁÖ¼®,¿ìÁÂ,2018,2010,0.254,0.3,0.364,0.663,9,52,60,144
±èÁø¿ì,¿ì¿ì,1983,1980,0.253,0.355,0.409,0.765,15,49,30,100
±èºÀ¿¬,¿ì¿ì,1985,1980,0.253,0.348,0.449,0.797,17,47,25,110
Á¶¼º¿Á,ÁÂÁÂ,1986,1980,0.253,0.289,0.311,0.599,0,16,30,108
±èÀÏ±Ç,¿ì¿ì,1990,1980,0.253,0.315,0.286,0.6,0,27,30,120
ÀÌ¼øÃ¶,¿ì¿ì,1993,1990,0.253,0.338,0.392,0.73,11,44,26,126
ÀÌÁ¾¿î,ÁÂÁÂ,1993,1990,0.253,0.303,0.327,0.629,2,42,27,126
Á¤¼ö±Ù,ÁÂÁÂ,1996,1990,0.253,0.313,0.324,0.638,1,26,28,126
ÀÌ´ë¼ö,¿ì¿ì,2006,2000,0.253,0.299,0.351,0.65,5,26,33,126
ÀÌÇö°ï,¿ì¿ì,2009,2000,0.253,0.322,0.311,0.634,2,33,39,133
ÀÌÈ£ÁØ,¿ì¿ì,2011,2010,0.253,0.332,0.399,0.731,14,62,32,133
ÀüÁØ¿ì,¿ì¿ì,2012,2010,0.253,0.325,0.364,0.689,7,38,35,133
ÀÌ½Â¿±,ÁÂÁÂ,2013,2010,0.253,0.303,0.395,0.698,13,69,42,128
À¯ÁöÈÍ,¿ì¿ì,1982,1980,0.252,0.289,0.361,0.65,4,38,30,80
ÇÑ¿µÁØ,¿ì¿ì,1989,1980,0.252,0.341,0.391,0.732,10,59,28,120
ÀÌ¼þ¿ë,ÁÂÁÂ,2005,2000,0.252,0.356,0.418,0.774,14,55,39,126
½Å¸íÃ¶,¿ì¿ì,2007,2000,0.252,0.288,0.346,0.634,5,31,36,126
°¡¸£½Ã¾Æ,ÁÂÁÂ,2010,2000,0.252,0.331,0.476,0.807,26,83,42,133
¹ÚÁ¤±Ç,ÁÂÁÂ,2011,2010,0.252,0.315,0.393,0.708,13,53,33,133
±èÀçÈ£,¿ì¿ì,2014,2010,0.252,0.346,0.326,0.672,3,54,55,128
±èµ¿¿±,¿ì¿ì,2018,2010,0.252,0.287,0.48,0.766,27,76,61,144
¿ÀÁöÈ¯,¿ìÁÂ,2019,2010,0.252,0.336,0.378,0.715,9,53,50,144
±èµ¿±â,¿ì¿ì,1989,1980,0.251,0.379,0.401,0.78,11,59,29,120
¾È°æÇö,¿ì¿ì,1996,1990,0.251,0.316,0.362,0.677,8,42,29,126
°­¹ÎÈ£,¿ì¿ì,2006,2000,0.251,0.299,0.366,0.665,9,53,34,126
¼­Á¤È¯,¿ì¿ì,1984,1980,0.25,0.315,0.33,0.645,5,27,25,100
Á¤ÁøÈ£,¿ì¿ì,1987,1980,0.25,0.32,0.321,0.64,2,23,31,108
±èµ¿±â,¿ì¿ì,1990,1980,0.25,0.348,0.44,0.788,14,46,31,120
ÀÌ°Ç¿­,¿ì¿ì,1994,1990,0.25,0.307,0.355,0.662,7,39,28,126
¹Ú°æ¿Ï,¿ì¿ì,1998,1990,0.25,0.32,0.458,0.778,19,66,39,126
Ä³¼¼·¹½º,¿ìÁÂ,1998,1990,0.25,0.291,0.301,0.593,2,36,40,126
ÀÌÁ¾¿­,¿ì¾ç,2000,1990,0.25,0.312,0.357,0.669,6,35,36,133
±èÁ¾±¹,¿ì¿ì,2003,2000,0.25,0.323,0.343,0.666,6,46,38,133
¹Ú°æ¿Ï,¿ì¿ì,2003,2000,0.25,0.358,0.443,0.801,15,60,39,133
±èºÀ¿¬,¿ì¿ì,1984,1980,0.249,0.35,0.452,0.802,17,48,26,100
ÀåÃ¤±Ù,¿ì¿ì,1988,1980,0.249,0.313,0.527,0.84,26,58,32,108
¹Ú³ëÁØ,ÁÂÁÂ,1990,1980,0.249,0.294,0.313,0.607,3,24,32,120
ÀÌ¼øÃ¶,¿ì¿ì,1990,1980,0.249,0.351,0.396,0.747,12,51,33,120
ÀÌÁ¾µÎ,¿ì¿ì,1993,1990,0.249,0.333,0.429,0.763,14,51,28,126
±è»óÈ£,¿ì¿ì,1994,1990,0.249,0.333,0.366,0.699,9,49,29,126
·ùÁöÇö,¿ì¿ì,1996,1990,0.249,0.358,0.335,0.693,4,26,30,126
¾È°æÇö,¿ì¿ì,1998,1990,0.249,0.307,0.362,0.669,6,38,41,126
±è¹ÎÀç,¿ì¿ì,2000,1990,0.249,0.315,0.314,0.629,3,33,37,133
°­µ¿¿ì,ÁÂÁÂ,2006,2000,0.249,0.326,0.305,0.631,2,34,35,126
°íµ¿Áø,ÁÂÁÂ,2007,2000,0.249,0.348,0.302,0.65,1,37,37,126
¿ÀÁöÈ¯,¿ìÁÂ,2012,2010,0.249,0.331,0.383,0.714,12,53,36,133
¾ÈÄ¡È«,¿ì¿ì,2013,2010,0.249,0.336,0.307,0.643,3,39,43,128
±èÁØÈ¯,¿ì¿ì,1983,1980,0.248,0.309,0.362,0.671,10,43,31,100
±è±¤¼ö,¿ì¿ì,1986,1980,0.248,0.331,0.296,0.627,0,25,31,108
±è¹ÙÀ§,ÁÂÁÂ,1987,1980,0.248,0.325,0.373,0.698,9,53,32,108
±èÀ±È¯,¿ì¿ì,1990,1980,0.248,0.319,0.351,0.67,3,40,34,120
ÃÖÅÂ¿ø,¿ì¿ì,1994,1990,0.248,0.333,0.3,0.633,1,27,30,126
½ÉÁ¤¼ö,¿ì¿ì,1996,1990,0.248,0.333,0.45,0.783,18,54,31,126
¹éÀçÈ£,¿ì¿ì,1999,1990,0.248,0.301,0.362,0.664,7,46,39,132
ÀÌ´ëÈ£,¿ì¿ì,2004,2000,0.248,0.331,0.441,0.772,20,68,47,133
ÃÖÁøÇà,¿ì¿ì,2012,2010,0.248,0.364,0.443,0.807,17,55,37,133
ÀÌ¹üÈ£,¿ì¿ì,2013,2010,0.248,0.35,0.452,0.802,24,73,44,128
¹Úµ¿¿ø,¿ì¿ì,2016,2010,0.248,0.302,0.416,0.718,14,70,55,144
½Å¾ðÈ£,¿ì¿ì,1988,1980,0.247,0.297,0.316,0.613,4,40,33,108
ÀüÁØÈ£,ÁÂÁÂ,1997,1990,0.247,0.322,0.339,0.661,2,18,34,126
»÷´õ½º,¿ìÁÂ,1999,1990,0.247,0.406,0.575,0.98,40,94,40,132
Ã¤Á¾¹ü,¿ì¿ì,2000,1990,0.247,0.305,0.37,0.675,8,52,38,133
¹ÚÁ¤ÅÂ,¿ì¿ì,2001,2000,0.247,0.333,0.382,0.715,7,59,45,133
±èÀÏ°æ,¿ì¿ì,2007,2000,0.247,0.28,0.306,0.586,3,26,38,126
¹Ú°æ¿Ï,¿ì¿ì,2007,2000,0.247,0.355,0.44,0.795,15,60,39,126
³ªÁÖÈ¯,¿ì¿ì,2008,2000,0.247,0.298,0.332,0.63,3,46,35,126
±Ç¿ë°ü,¿ì¿ì,2009,2000,0.247,0.301,0.357,0.658,7,34,40,133
±è¹Î¿ì,¿ì¿ì,2011,2010,0.247,0.31,0.333,0.642,6,31,34,133
¹Ú°æ¼ö,¿ì¿ì,2019,2010,0.247,0.337,0.375,0.712,10,65,51,144
·ùÁßÀÏ,¿ì¿ì,1989,1980,0.246,0.304,0.356,0.66,5,38,30,120
±è´ëÀÍ,ÁÂÁÂ,1999,1990,0.246,0.306,0.378,0.684,9,49,41,132
ÀÌ¹üÈ£,¿ì¿ì,2007,2000,0.246,0.359,0.431,0.79,21,63,40,126
Áø°©¿ë,¿ì¿ì,2007,2000,0.246,0.343,0.32,0.663,5,39,41,126
Å¬¶ô,¿ìÁÂ,2008,2000,0.246,0.34,0.451,0.791,22,79,36,126
Àå¹Î¼®,ÁÂÁÂ,2012,2010,0.246,0.308,0.35,0.658,8,35,38,133
±è¼ºÇö,¿ì¿ì,2019,2010,0.246,0.299,0.3,0.599,1,34,52,144
ÀÌ¿ø¼®,¿ì¿ì,2019,2010,0.246,0.33,0.441,0.771,19,76,53,144
À¯¹Î»ó,¿ìÁÂ,2020,2010,0.246,0.341,0.366,0.707,8,65,51,144
°í¿øºÎ,¿ì¿ì,1986,1980,0.245,0.333,0.335,0.669,3,33,32,108
¼ÛÅÂÀÏ,¿ì¿ì,1994,1990,0.245,0.284,0.423,0.707,15,55,31,126
·ùÁßÀÏ,¿ì¿ì,1996,1990,0.245,0.319,0.31,0.629,2,35,32,126
°øÇÊ¼º,¿ì¿ì,1998,1990,0.245,0.322,0.338,0.659,6,42,42,126
±èÁ¾ÈÆ,¿ì¿ì,2000,1990,0.245,0.321,0.383,0.704,11,40,39,133
½ÉÀçÇÐ,ÁÂÁÂ,2002,2000,0.245,0.366,0.42,0.787,15,57,37,133
¹Ú°æ¿Ï,¿ì¿ì,2005,2000,0.245,0.356,0.389,0.745,11,44,40,126
Ãß½Â¿ì,¿ìÁÂ,2008,2000,0.245,0.313,0.296,0.61,0,20,37,126
ºê·ë¹Ù,¿ì¿ì,2009,2000,0.245,0.372,0.484,0.856,27,86,41,133
¹è¿µ¼·,¿ì¿ì,2012,2010,0.245,0.332,0.306,0.638,2,34,39,133
¼Õ½ÃÇå,¿ì¿ì,2015,2010,0.245,0.314,0.398,0.712,13,58,51,144
±è¿ëÈñ,¿ì¿ì,1984,1980,0.244,0.288,0.386,0.674,9,53,27,100
¹éÀÎ¼ö,¿ì¿ì,1995,1990,0.244,0.306,0.352,0.658,7,40,28,126
±èÇü¼®,ÁÂÁÂ,1996,1990,0.244,0.302,0.396,0.698,14,48,33,126
±èÅÂ±Õ,¿ì¿ì,1999,1990,0.244,0.336,0.376,0.712,12,53,42,132
È¦,¿ì¾ç,1999,1990,0.244,0.3,0.316,0.617,4,23,43,132
ÃÖÁØ¼®,¿ì¿ì,2007,2000,0.244,0.331,0.43,0.761,16,75,42,126
¹ÚÁø¸¸,¿ì¿ì,2008,2000,0.244,0.33,0.343,0.673,5,38,38,126
Àå¼ºÈ£,ÁÂÁÂ,2011,2010,0.244,0.377,0.338,0.715,8,37,35,133
ÃÖÁ¤,¿ì¿ì,2018,2010,0.244,0.37,0.547,0.916,35,74,62,144
±è±¤¼ö,¿ì¿ì,1987,1980,0.243,0.336,0.283,0.619,1,41,33,108
¹Ú°è¿ø,¿ì¿ì,1992,1990,0.243,0.316,0.37,0.686,6,47,36,126
°­¿µ¼ö,¿ì¿ì,1995,1990,0.243,0.341,0.441,0.782,21,68,29,126
¹éÀçÈ£,¿ì¿ì,1997,1990,0.243,0.325,0.426,0.751,16,55,35,126
Á¶¼ºÈ¯,¿ì¿ì,2011,2010,0.243,0.304,0.334,0.638,6,36,36,133
³ª¼º¹ü,ÁÂÁÂ,2013,2010,0.243,0.323,0.416,0.739,14,64,45,128
ÀÌÈ£¼º,¿ì¿ì,2000,1990,0.242,0.354,0.365,0.719,8,57,40,133
Äý¶õ,¿ì¿ì,2001,2000,0.242,0.336,0.481,0.817,28,66,46,133
±èÁÖÂù,¿ì¿ì,2004,2000,0.242,0.307,0.356,0.663,7,42,48,133
Àå¹Î¼®,ÁÂÁÂ,2013,2010,0.242,0.302,0.314,0.616,2,30,46,128
