Player,Date,Tournament,Surface,Round,W/L,Score
Novak Djokovic,21-06-2010,Wimbledon,Grass,R64,W,"7-6(5), 6-1, 6-4"
Novak Djokovic,21-06-2010,Wimbledon,Grass,R128,W,"4-6, 6-2, 3-6, 6-4, 6-2"
Novak Djokovic,07-06-2010,Queen's Club,Grass,R16,L,"6-3, 4-6, 6-2"
Novak Djokovic,07-06-2010,Queen's Club,Grass,R32,W,"6-3, 6-3"
Novak Djokovic,24-05-2010,Roland Garros,Clay,QF,L,"3-6, 2-6, 6-2, 7-6(3), 6-4"
Novak Djokovic,24-05-2010,Roland Garros,Clay,R16,W,"6-4, 2-6, 6-1, 6-2"
Novak Djokovic,24-05-2010,Roland Garros,Clay,R32,W,"6-3, 3-6, 6-3, 6-2"
Novak Djokovic,24-05-2010,Roland Garros,Clay,R64,W,"6-1, 6-4, 6-4"
Novak Djokovic,24-05-2010,Roland Garros,Clay,R128,W,"6-1, 3-6, 6-1, 6-3"
Novak Djokovic,03-05-2010,Belgrade,Clay,QF,L R,"6-4, RET"
Novak Djokovic,03-05-2010,Belgrade,Clay,R16,W,"6-4, 6-4"
Novak Djokovic,25-04-2010,Rome Masters,Clay,QF,L,"7-6(4), 3-6, 6-4"
Novak Djokovic,25-04-2010,Rome Masters,Clay,R16,W,"6-4, 6-4"
Novak Djokovic,25-04-2010,Rome Masters,Clay,R32,W,"6-1, 6-1"
Novak Djokovic,11-04-2010,Monte Carlo Masters,Clay,SF,L,"6-2, 6-2"
Novak Djokovic,11-04-2010,Monte Carlo Masters,Clay,QF,W,"6-2, 6-3"
Novak Djokovic,11-04-2010,Monte Carlo Masters,Clay,R16,W,"6-4, 6-4"
Novak Djokovic,11-04-2010,Monte Carlo Masters,Clay,R32,W,"6-2, 6-3"
Novak Djokovic,24-03-2010,Miami Masters,Hard,R64,L,"6-2, 6-7(7), 6-4"
Novak Djokovic,11-03-2010,Indian Wells Masters,Hard,R16,L,"7-5, 6-3"
Novak Djokovic,11-03-2010,Indian Wells Masters,Hard,R32,W,"6-3, 2-6, 7-6(3)"
Novak Djokovic,11-03-2010,Indian Wells Masters,Hard,R64,W,"6-1, 0-6, 6-2"
Novak Djokovic,05-03-2010,Davis Cup WG,Clay,R16,W,"7-5, 3-6, 6-3, 6-7(6), 6-4"
Novak Djokovic,05-03-2010,Davis Cup WG,Clay,R16,W,"6-2, 7-6(4), 2-6, 6-3"
Novak Djokovic,22-02-2010,Dubai,Hard,F,W,"7-5, 5-7, 6-3"
Novak Djokovic,22-02-2010,Dubai,Hard,SF,W,"6-7(2), 6-3, 6-4"
Novak Djokovic,22-02-2010,Dubai,Hard,QF,W,"2-6, 6-4, 6-0"
Novak Djokovic,22-02-2010,Dubai,Hard,R16,W,"3-6, 6-4, 6-2"
Novak Djokovic,22-02-2010,Dubai,Hard,R32,W,"6-4, 6-4"
Novak Djokovic,08-02-2010,Rotterdam,Hard (i),SF,L,"7-6(5), 7-6(6)"
Novak Djokovic,08-02-2010,Rotterdam,Hard (i),QF,W W,W/O
Novak Djokovic,08-02-2010,Rotterdam,Hard (i),R16,W,"6-4, 6-2"
Novak Djokovic,08-02-2010,Rotterdam,Hard (i),R32,W R,"6-2, 4-1, RET"
Novak Djokovic,18-01-2010,Australian Open,Hard,QF,L,"7-6(8), 6-7(5), 1-6, 6-3, 6-1"
Novak Djokovic,18-01-2010,Australian Open,Hard,R16,W,"6-1, 6-2, 7-5"
Novak Djokovic,18-01-2010,Australian Open,Hard,R32,W,"6-1, 6-1, 6-2"
Novak Djokovic,18-01-2010,Australian Open,Hard,R64,W,"3-6, 6-1, 6-1, 6-3"
Novak Djokovic,18-01-2010,Australian Open,Hard,R128,W,"7-5, 6-3, 6-2"
Novak Djokovic,22-11-2009,Tour Finals,Hard (i),RR,W,"7-6(5), 6-3"
Novak Djokovic,22-11-2009,Tour Finals,Hard (i),RR,W,"3-6, 6-4, 7-5"
Novak Djokovic,22-11-2009,Tour Finals,Hard (i),RR,L,"7-6(5), 6-1"
Novak Djokovic,08-11-2009,Paris Masters,Hard (i),F,W,"6-2, 5-7, 7-6(3)"
Novak Djokovic,08-11-2009,Paris Masters,Hard (i),SF,W,"6-2, 6-3"
Novak Djokovic,08-11-2009,Paris Masters,Hard (i),QF,W,"6-4, 1-6, 6-3"
Novak Djokovic,08-11-2009,Paris Masters,Hard (i),R16,W,"6-2, 6-2"
Novak Djokovic,08-11-2009,Paris Masters,Hard (i),R32,W,"6-3, 7-5"
Novak Djokovic,02-11-2009,Basel,Hard (i),F,W,"6-4, 4-6, 6-2"
Novak Djokovic,02-11-2009,Basel,Hard (i),SF,W,"6-7(4), 7-5, 6-2"
Novak Djokovic,02-11-2009,Basel,Hard (i),QF,W,"3-6, 7-6(5), 6-2"
Novak Djokovic,02-11-2009,Basel,Hard (i),R16,W,"6-0, 6-0"
Novak Djokovic,02-11-2009,Basel,Hard (i),R32,W,"6-3, 7-5"
Novak Djokovic,11-10-2009,Shanghai Masters,Hard,SF,L,"4-6, 6-4, 7-6(1)"
Novak Djokovic,11-10-2009,Shanghai Masters,Hard,QF,W,"6-3, 2-6, 6-2"
Novak Djokovic,11-10-2009,Shanghai Masters,Hard,R16,W,"6-4, 6-2"
Novak Djokovic,11-10-2009,Shanghai Masters,Hard,R32,W,"6-3, 6-1"
Novak Djokovic,05-10-2009,Beijing,Hard,F,W,"6-2, 7-6(4)"
Novak Djokovic,05-10-2009,Beijing,Hard,SF,W,"6-3, 6-3"
Novak Djokovic,05-10-2009,Beijing,Hard,QF,W,"6-3, 1-6, 6-1"
Novak Djokovic,05-10-2009,Beijing,Hard,R16,W,"6-3, 6-0"
Novak Djokovic,05-10-2009,Beijing,Hard,R32,W,"6-3, 7-5"
Novak Djokovic,31-08-2009,US Open,Hard,SF,L,"7-6(3), 7-5, 7-5"
Novak Djokovic,31-08-2009,US Open,Hard,QF,W,"7-6(2), 1-6, 7-5, 6-2"
Novak Djokovic,31-08-2009,US Open,Hard,R16,W,"6-1, 6-3, 6-3"
Novak Djokovic,31-08-2009,US Open,Hard,R32,W,"6-7(2), 6-3, 7-6(2), 6-4"
Novak Djokovic,31-08-2009,US Open,Hard,R64,W,"6-3, 6-4, 6-4"
Novak Djokovic,31-08-2009,US Open,Hard,R128,W,"6-3, 6-1, 6-3"
Novak Djokovic,16-08-2009,Cincinnati Masters,Hard,F,L,"6-1, 7-5"
Novak Djokovic,16-08-2009,Cincinnati Masters,Hard,SF,W,"6-1, 6-4"
Novak Djokovic,16-08-2009,Cincinnati Masters,Hard,QF,W,"6-4, 7-5"
Novak Djokovic,16-08-2009,Cincinnati Masters,Hard,R16,W,"7-5, 6-3"
Novak Djokovic,16-08-2009,Cincinnati Masters,Hard,R32,W,"7-6(5), 6-4"
Novak Djokovic,10-08-2009,Canada Masters,Hard,QF,L,"6-4, 7-6(4)"
Novak Djokovic,10-08-2009,Canada Masters,Hard,R16,W,"6-3, 6-4"
Novak Djokovic,10-08-2009,Canada Masters,Hard,R32,W,"6-4, 7-6(6)"
Novak Djokovic,22-06-2009,Wimbledon,Grass,QF,L,"7-5, 7-6(6), 4-6, 6-3"
Novak Djokovic,22-06-2009,Wimbledon,Grass,R16,W,"6-2, 6-4, 6-1"
Novak Djokovic,22-06-2009,Wimbledon,Grass,R32,W,"6-4, 6-4, 6-4"
Novak Djokovic,22-06-2009,Wimbledon,Grass,R64,W,"7-5, 6-1, 6-4"
Novak Djokovic,22-06-2009,Wimbledon,Grass,R128,W,"6-7(8), 7-6(1), 6-2, 6-4"
Novak Djokovic,08-06-2009,Halle,Grass,F,L,"6-3, 6-7(4), 6-1"
Novak Djokovic,08-06-2009,Halle,Grass,SF,W,"7-6(7), 6-4"
Novak Djokovic,08-06-2009,Halle,Grass,QF,W,"6-1, 6-4"
Novak Djokovic,08-06-2009,Halle,Grass,R16,W,"5-7, 7-5, 6-1"
Novak Djokovic,08-06-2009,Halle,Grass,R32,W,"7-5, 6-2"
Novak Djokovic,25-05-2009,Roland Garros,Clay,R32,L,"6-4, 6-4, 6-4"
Novak Djokovic,25-05-2009,Roland Garros,Clay,R64,W,"6-3, 6-4, 6-1"
Novak Djokovic,25-05-2009,Roland Garros,Clay,R128,W R,"6-3, 3-1, RET"
Novak Djokovic,10-05-2009,Madrid Masters,Clay,SF,L,"3-6, 7-6(5), 7-6(9)"
Novak Djokovic,10-05-2009,Madrid Masters,Clay,QF,W,"6-4, 6-4"
Novak Djokovic,10-05-2009,Madrid Masters,Clay,R16,W,"6-4, 6-4"
Novak Djokovic,10-05-2009,Madrid Masters,Clay,R32,W,"6-3, 6-3"
Novak Djokovic,04-05-2009,Belgrade,Clay,F,W,"6-3, 7-6(0)"
Novak Djokovic,04-05-2009,Belgrade,Clay,SF,W,"4-6, 6-1, 6-2"
Novak Djokovic,04-05-2009,Belgrade,Clay,QF,W,"6-3, 6-2"
Novak Djokovic,04-05-2009,Belgrade,Clay,R16,W,"6-2, 4-6, 6-0"
Novak Djokovic,27-04-2009,Rome Masters,Clay,F,L,"7-6(2), 6-2"
Novak Djokovic,27-04-2009,Rome Masters,Clay,SF,W,"4-6, 6-3, 6-3"
Novak Djokovic,27-04-2009,Rome Masters,Clay,QF,W,"6-3, 6-4"
Novak Djokovic,27-04-2009,Rome Masters,Clay,R16,W,"6-1, 6-1"
Novak Djokovic,27-04-2009,Rome Masters,Clay,R32,W,"7-6(5), 6-0"
Novak Djokovic,12-04-2009,Monte Carlo Masters,Clay,F,L,"6-3, 2-6, 6-1"
Novak Djokovic,12-04-2009,Monte Carlo Masters,Clay,SF,W,"4-6, 6-1, 6-3"
Novak Djokovic,12-04-2009,Monte Carlo Masters,Clay,QF,W,"6-2, 4-6, 6-3"
Novak Djokovic,12-04-2009,Monte Carlo Masters,Clay,R16,W,"6-1, 6-7(4), 6-0"
Novak Djokovic,12-04-2009,Monte Carlo Masters,Clay,R32,W,"6-1, 6-2"
Novak Djokovic,25-03-2009,Miami Masters,Hard,F,L,"6-2, 7-5"
Novak Djokovic,25-03-2009,Miami Masters,Hard,SF,W,"3-6, 6-2, 6-3"
Novak Djokovic,25-03-2009,Miami Masters,Hard,QF,W,"6-3, 6-4"
Novak Djokovic,25-03-2009,Miami Masters,Hard,R16,W,"6-3, 6-2"
Novak Djokovic,25-03-2009,Miami Masters,Hard,R32,W,"6-4, 6-1"
Novak Djokovic,25-03-2009,Miami Masters,Hard,R64,W,"6-3, 6-2"
Novak Djokovic,12-03-2009,Indian Wells Masters,Hard,QF,L,"6-3, 6-2"
Novak Djokovic,12-03-2009,Indian Wells Masters,Hard,R16,W,"7-6(7), 7-6(6)"
Novak Djokovic,12-03-2009,Indian Wells Masters,Hard,R32,W,"6-2, 7-6(1)"
Novak Djokovic,12-03-2009,Indian Wells Masters,Hard,R64,W,"7-5, 6-4"
Novak Djokovic,06-03-2009,Davis Cup WG,Clay,R16,L,"6-4, 6-4, 6-1"
Novak Djokovic,06-03-2009,Davis Cup WG,Clay,R16,L,"6-3, 6-3, 7-6(4)"
Novak Djokovic,23-02-2009,Dubai,Hard,F,W,"7-5, 6-3"
Novak Djokovic,23-02-2009,Dubai,Hard,SF,W,"3-6, 7-5, 7-5"
Novak Djokovic,23-02-2009,Dubai,Hard,QF,W,"6-3, 6-4"
Novak Djokovic,23-02-2009,Dubai,Hard,R16,W,"6-3, 3-6, 6-4"
Novak Djokovic,23-02-2009,Dubai,Hard,R32,W,"6-3, 6-2"
Novak Djokovic,16-02-2009,Marseille,Hard (i),SF,L,"6-4, 7-6(1)"
Novak Djokovic,16-02-2009,Marseille,Hard (i),QF,W,"6-3, 6-3"
Novak Djokovic,16-02-2009,Marseille,Hard (i),R16,W,"7-5, 6-4"
Novak Djokovic,16-02-2009,Marseille,Hard (i),R32,W,"7-6(4), 6-4"
Novak Djokovic,19-01-2009,Australian Open,Hard,QF,L R,"6-7(3), 6-4, 6-2, 2-1, RET"
Novak Djokovic,19-01-2009,Australian Open,Hard,R16,W,"6-1, 7-6(1), 6-7(5), 6-2"
Novak Djokovic,19-01-2009,Australian Open,Hard,R32,W,"6-2, 4-6, 6-3, 7-6(4)"
Novak Djokovic,19-01-2009,Australian Open,Hard,R64,W,"7-5, 6-1, 6-3"
Novak Djokovic,19-01-2009,Australian Open,Hard,R128,W,"6-2, 6-3, 7-5"
Novak Djokovic,12-01-2009,Sydney,Hard,SF,L,"6-4, 7-6(3)"
Novak Djokovic,12-01-2009,Sydney,Hard,QF,W,"6-3, 6-4"
Novak Djokovic,12-01-2009,Sydney,Hard,R16,W,"6-1, 6-2"
Novak Djokovic,04-01-2009,Brisbane,Hard,R32,L,"6-4, 6-4"
Novak Djokovic,09-11-2008,Masters Cup,Hard (i),F,W,"6-1, 7-5"
Novak Djokovic,09-11-2008,Masters Cup,Hard (i),SF,W,"4-6, 6-3, 7-5"
Novak Djokovic,09-11-2008,Masters Cup,Hard (i),RR,L,"1-6, 7-5, 6-1"
Novak Djokovic,09-11-2008,Masters Cup,Hard (i),RR,W,"7-6(3), 0-6, 7-5"
Novak Djokovic,09-11-2008,Masters Cup,Hard (i),RR,W,"7-5, 6-3"
Novak Djokovic,26-10-2008,Paris Masters,Hard (i),R16,L,"6-4, 1-6, 6-3"
Novak Djokovic,26-10-2008,Paris Masters,Hard (i),R32,W R,"6-2, 4-3, RET"
Novak Djokovic,12-10-2008,Madrid Masters,Hard (i),R16,L,"7-6(4), 7-6(5)"
Novak Djokovic,12-10-2008,Madrid Masters,Hard (i),R32,W R,"6-7(8), 7-6(6), 3-1, RET"
Novak Djokovic,22-09-2008,Bangkok,Hard (i),F,L,"7-6(4), 6-4"
Novak Djokovic,22-09-2008,Bangkok,Hard (i),SF,W,"7-5, 6-1"
Novak Djokovic,22-09-2008,Bangkok,Hard (i),QF,W,"6-4, 7-5"
Novak Djokovic,22-09-2008,Bangkok,Hard (i),R16,W,"6-1, 6-3"
Novak Djokovic,19-09-2008,Davis Cup WG,Hard,RR,W,"6-2, 6-4, 6-3"
Novak Djokovic,25-08-2008,US Open,Hard,SF,L,"6-3, 5-7, 7-5, 6-2"
Novak Djokovic,25-08-2008,US Open,Hard,QF,W,"6-2, 6-3, 3-6, 7-6(5)"
Novak Djokovic,25-08-2008,US Open,Hard,R16,W,"4-6, 6-2, 6-3, 5-7, 6-3"
Novak Djokovic,25-08-2008,US Open,Hard,R32,W,"6-7(7), 7-5, 6-4, 7-6(0)"
Novak Djokovic,25-08-2008,US Open,Hard,R64,W,"7-6(8), 6-4, 6-4"
Novak Djokovic,25-08-2008,US Open,Hard,R128,W,"6-3, 6-3, 6-4"
Novak Djokovic,11-08-2008,Beijing Olympics,Hard,BR,W,"6-3, 7-6(4)"
Novak Djokovic,11-08-2008,Beijing Olympics,Hard,SF,L,"6-4, 1-6, 6-4"
Novak Djokovic,11-08-2008,Beijing Olympics,Hard,QF,W,"4-6, 6-1, 6-4"
Novak Djokovic,11-08-2008,Beijing Olympics,Hard,R16,W,"7-6(3), 6-3"
Novak Djokovic,11-08-2008,Beijing Olympics,Hard,R32,W,"6-4, 6-2"
Novak Djokovic,11-08-2008,Beijing Olympics,Hard,R64,W,"6-4, 6-4"
Novak Djokovic,28-07-2008,Cincinnati Masters,Hard,F,L,"7-6(4), 7-6(5)"
Novak Djokovic,28-07-2008,Cincinnati Masters,Hard,SF,W,"6-1, 7-5"
Novak Djokovic,28-07-2008,Cincinnati Masters,Hard,QF,W,"6-3, 6-4"
Novak Djokovic,28-07-2008,Cincinnati Masters,Hard,R16,W,"6-1, 6-2"
Novak Djokovic,28-07-2008,Cincinnati Masters,Hard,R32,W,"7-6(2), 7-6(2)"
Novak Djokovic,21-07-2008,Canada Masters,Hard,QF,L,"6-3, 7-6(3)"
Novak Djokovic,21-07-2008,Canada Masters,Hard,R16,W,"6-4, 6-4"
Novak Djokovic,21-07-2008,Canada Masters,Hard,R32,W,"6-4, 6-4"
Novak Djokovic,23-06-2008,Wimbledon,Grass,R64,L,"6-4, 7-6(3), 6-2"
Novak Djokovic,23-06-2008,Wimbledon,Grass,R128,W,"7-5, 2-6, 6-3, 6-0"
Novak Djokovic,09-06-2008,Queen's Club,Grass,F,L,"7-6(6), 7-5"
Novak Djokovic,09-06-2008,Queen's Club,Grass,SF,W,"6-1, 6-0"
Novak Djokovic,09-06-2008,Queen's Club,Grass,QF,W,"6-2, 6-2"
Novak Djokovic,09-06-2008,Queen's Club,Grass,R16,W,"2-6, 6-1, 6-4"
Novak Djokovic,09-06-2008,Queen's Club,Grass,R32,W,"6-2, 7-6(7)"
Novak Djokovic,25-05-2008,Roland Garros,Clay,SF,L,"6-4, 6-2, 7-6(3)"
Novak Djokovic,25-05-2008,Roland Garros,Clay,QF,W,"7-5, 7-6(3), 7-5"
Novak Djokovic,25-05-2008,Roland Garros,Clay,R16,W,"6-4, 6-3, 6-4"
Novak Djokovic,25-05-2008,Roland Garros,Clay,R32,W,"7-5, 6-4, 6-2"
Novak Djokovic,25-05-2008,Roland Garros,Clay,R64,W,"6-1, 6-1, 6-3"
Novak Djokovic,25-05-2008,Roland Garros,Clay,R128,W,"4-6, 6-3, 7-5, 6-2"
Novak Djokovic,11-05-2008,Hamburg Masters,Clay,SF,L,"7-5, 2-6, 6-2"
Novak Djokovic,11-05-2008,Hamburg Masters,Clay,QF,W,"6-2, 6-3"
Novak Djokovic,11-05-2008,Hamburg Masters,Clay,R16,W,"7-6(3), 6-3"
Novak Djokovic,11-05-2008,Hamburg Masters,Clay,R32,W,"6-3, 6-1"
Novak Djokovic,05-05-2008,Rome Masters,Clay,F,W,"4-6, 6-3, 6-3"
Novak Djokovic,05-05-2008,Rome Masters,Clay,SF,W R,"6-0, 1-0, RET"
Novak Djokovic,05-05-2008,Rome Masters,Clay,QF,W R,"6-1, 1-0, RET"
Novak Djokovic,05-05-2008,Rome Masters,Clay,R16,W,"6-3, 3-6, 6-3"
Novak Djokovic,05-05-2008,Rome Masters,Clay,R32,W,"6-4, 6-0"
Novak Djokovic,20-04-2008,Monte Carlo Masters,Clay,SF,L R,"6-3, 3-2, RET"
Novak Djokovic,20-04-2008,Monte Carlo Masters,Clay,QF,W,"6-4, 6-0"
Novak Djokovic,20-04-2008,Monte Carlo Masters,Clay,R16,W,"6-0, 6-4"
Novak Djokovic,20-04-2008,Monte Carlo Masters,Clay,R32,W,"6-3, 6-3"
Novak Djokovic,27-03-2008,Miami Masters,Hard,R64,L,"7-6(1), 3-6, 6-4"
Novak Djokovic,13-03-2008,Indian Wells Masters,Hard,F,W,"6-2, 5-7, 6-3"
Novak Djokovic,13-03-2008,Indian Wells Masters,Hard,SF,W,"6-3, 6-2"
Novak Djokovic,13-03-2008,Indian Wells Masters,Hard,QF,W,"7-6(5), 6-2"
Novak Djokovic,13-03-2008,Indian Wells Masters,Hard,R16,W,"6-2, 6-3"
Novak Djokovic,13-03-2008,Indian Wells Masters,Hard,R32,W,"6-3, 6-2"
Novak Djokovic,13-03-2008,Indian Wells Masters,Hard,R64,W,"6-3, 7-6(3)"
Novak Djokovic,03-03-2008,Dubai,Hard,SF,L,"7-6(5), 6-3"
Novak Djokovic,03-03-2008,Dubai,Hard,QF,W,"6-2, 6-1"
Novak Djokovic,03-03-2008,Dubai,Hard,R16,W,"6-3, 7-6(3)"
Novak Djokovic,03-03-2008,Dubai,Hard,R32,W,"6-4, 6-3"
Novak Djokovic,11-02-2008,Marseille,Hard (i),R16,L,"6-2, 6-7(6), 6-3"
Novak Djokovic,11-02-2008,Marseille,Hard (i),R32,W,"6-1, 6-4"
Novak Djokovic,08-02-2008,Davis Cup WG,Hard,R16,L R,"4-6, 3-6, 6-4, 0-0, RET"
Novak Djokovic,14-01-2008,Australian Open,Hard,F,W,"4-6, 6-4, 6-3, 7-6(2)"
Novak Djokovic,14-01-2008,Australian Open,Hard,SF,W,"7-5, 6-3, 7-6(5)"
Novak Djokovic,14-01-2008,Australian Open,Hard,QF,W,"6-0, 6-3, 7-5"
Novak Djokovic,14-01-2008,Australian Open,Hard,R16,W,"7-5, 6-3, 6-3"
Novak Djokovic,14-01-2008,Australian Open,Hard,R32,W,"6-3, 6-1, 6-3"
Novak Djokovic,14-01-2008,Australian Open,Hard,R64,W,"6-1, 6-2, 6-2"
Novak Djokovic,14-01-2008,Australian Open,Hard,R128,W,"6-0, 6-2, 7-6(5)"
Novak Djokovic,12-11-2007,Masters Cup,Hard (i),RR,L,"6-4, 6-4"
Novak Djokovic,12-11-2007,Masters Cup,Hard (i),RR,L,"6-4, 6-2"
Novak Djokovic,12-11-2007,Masters Cup,Hard (i),RR,L,"6-4, 6-4"
Novak Djokovic,28-10-2007,Paris Masters,Hard (i),R32,L,"6-3, 6-2"
Novak Djokovic,15-10-2007,Madrid Masters,Hard (i),SF,L,"6-4, 7-6(4)"
Novak Djokovic,15-10-2007,Madrid Masters,Hard (i),QF,W,"7-6(2), 6-2"
Novak Djokovic,15-10-2007,Madrid Masters,Hard (i),R16,W,"6-3, 2-6, 6-4"
Novak Djokovic,15-10-2007,Madrid Masters,Hard (i),R32,W,"6-7(7), 6-3, 6-3"
Novak Djokovic,07-10-2007,Vienna,Hard (i),F,W,"6-4, 6-0"
Novak Djokovic,07-10-2007,Vienna,Hard (i),SF,W,"6-4, 6-3"
Novak Djokovic,07-10-2007,Vienna,Hard (i),QF,W,"6-3, 5-7, 7-6(2)"
Novak Djokovic,07-10-2007,Vienna,Hard (i),R16,W,"6-4, 6-4"
Novak Djokovic,07-10-2007,Vienna,Hard (i),R32,W,"6-3, 6-4"
Novak Djokovic,21-09-2007,Davis Cup WG,Clay,RR,W,"6-3, 7-6(3), 7-6(5)"
Novak Djokovic,21-09-2007,Davis Cup WG,Clay,RR,W,"6-1, 6-4, 6-2"
Novak Djokovic,27-08-2007,US Open,Hard,F,L,"7-6(4), 7-6(2), 6-4"
Novak Djokovic,27-08-2007,US Open,Hard,SF,W,"6-4, 6-4, 6-3"
Novak Djokovic,27-08-2007,US Open,Hard,QF,W,"6-4, 7-6(7), 6-1"
Novak Djokovic,27-08-2007,US Open,Hard,R16,W,"7-5, 7-6(2), 6-7(6), 6-1"
Novak Djokovic,27-08-2007,US Open,Hard,R32,W,"6-1, 6-3, 6-4"
Novak Djokovic,27-08-2007,US Open,Hard,R64,W,"6-7(4), 7-6(5), 5-7, 7-5, 7-6(2)"
Novak Djokovic,27-08-2007,US Open,Hard,R128,W,"6-2, 6-1, 6-3"
Novak Djokovic,13-08-2007,Cincinnati Masters,Hard,R32,L,"6-4, 6-1"
Novak Djokovic,05-08-2007,Canada Masters,Hard,F,W,"7-6(2), 2-6, 7-6(2)"
Novak Djokovic,05-08-2007,Canada Masters,Hard,SF,W,"7-5, 6-3"
Novak Djokovic,05-08-2007,Canada Masters,Hard,QF,W,"7-6(4), 6-4"
Novak Djokovic,05-08-2007,Canada Masters,Hard,R16,W,"6-2, 6-3"
Novak Djokovic,05-08-2007,Canada Masters,Hard,R32,W,"6-3, 6-3"
Novak Djokovic,23-07-2007,Umag,Clay,R16,L,"2-6, 6-4, 7-5"
Novak Djokovic,23-07-2007,Umag,Clay,R32,W,"6-1, 6-3"
Novak Djokovic,25-06-2007,Wimbledon,Grass,SF,L R,"3-6, 6-1, 4-1, RET"
Novak Djokovic,25-06-2007,Wimbledon,Grass,QF,W,"7-6(4), 7-6(9), 6-7(3), 4-6, 7-5"
Novak Djokovic,25-06-2007,Wimbledon,Grass,R16,W,"7-6(8), 7-6(2), 4-6, 7-6(5)"
Novak Djokovic,25-06-2007,Wimbledon,Grass,R32,W,"7-6(4), 6-7(6), 6-2, 7-6(5)"
Novak Djokovic,25-06-2007,Wimbledon,Grass,R64,W,"6-3, 3-6, 6-3, 7-6(4)"
Novak Djokovic,25-06-2007,Wimbledon,Grass,R128,W,"6-0, 6-3, 6-4"
Novak Djokovic,11-06-2007,Queen's Club,Grass,R16,L,"2-6, 6-3, 6-4"
Novak Djokovic,11-06-2007,Queen's Club,Grass,R32,W,"3-6, 6-3, 6-2"
Novak Djokovic,28-05-2007,Roland Garros,Clay,SF,L,"7-5, 6-4, 6-2"
Novak Djokovic,28-05-2007,Roland Garros,Clay,QF,W,"6-3, 6-3, 6-3"
Novak Djokovic,28-05-2007,Roland Garros,Clay,R16,W,"6-3, 6-3, 7-6(1)"
Novak Djokovic,28-05-2007,Roland Garros,Clay,R32,W,"7-6(2), 2-6, 3-6, 7-6(4), 6-3"
Novak Djokovic,28-05-2007,Roland Garros,Clay,R64,W,"6-3, 3-6, 6-3, 6-1"
Novak Djokovic,28-05-2007,Roland Garros,Clay,R128,W,"6-3, 7-6(3), 6-4"
Novak Djokovic,14-05-2007,Hamburg Masters,Clay,QF,L,"7-6(4), 4-6, 7-5"
Novak Djokovic,14-05-2007,Hamburg Masters,Clay,R16,W,"7-5, 4-6, 6-4"
Novak Djokovic,14-05-2007,Hamburg Masters,Clay,R32,W,"7-6(5), 6-3"
Novak Djokovic,07-05-2007,Rome Masters,Clay,QF,L,"6-2, 6-3"
Novak Djokovic,07-05-2007,Rome Masters,Clay,R16,W,"6-2, 7-5"
Novak Djokovic,07-05-2007,Rome Masters,Clay,R32,W,"3-6, 6-4, 6-3"
Novak Djokovic,29-04-2007,Estoril,Clay,F,W,"7-6(7), 0-6, 6-1"
Novak Djokovic,29-04-2007,Estoril,Clay,SF,W,"7-5, 6-1"
Novak Djokovic,29-04-2007,Estoril,Clay,QF,W,"6-4, 1-6, 7-5"
Novak Djokovic,29-04-2007,Estoril,Clay,R16,W,"6-2, 6-2"
Novak Djokovic,29-04-2007,Estoril,Clay,R32,W,"6-2, 4-6, 7-6(5)"
Novak Djokovic,15-04-2007,Monte Carlo Masters,Clay,R16,L,"7-5, 6-4"
Novak Djokovic,15-04-2007,Monte Carlo Masters,Clay,R32,W,"6-1, 3-6, 6-1"
Novak Djokovic,06-04-2007,Davis Cup G1,Clay,RR,W R,"6-1, 5-0, RET"
Novak Djokovic,19-03-2007,Miami Masters,Hard,F,W,"6-3, 6-2, 6-4"
Novak Djokovic,19-03-2007,Miami Masters,Hard,SF,W,"6-1, 6-0"
Novak Djokovic,19-03-2007,Miami Masters,Hard,QF,W,"6-3, 6-4"
Novak Djokovic,19-03-2007,Miami Masters,Hard,R16,W,"6-0, 6-3"
Novak Djokovic,19-03-2007,Miami Masters,Hard,R32,W,"6-4, 6-1"
Novak Djokovic,19-03-2007,Miami Masters,Hard,R64,W,"7-6(4), 6-4"
Novak Djokovic,05-03-2007,Indian Wells Masters,Hard,F,L,"6-2, 7-5"
Novak Djokovic,05-03-2007,Indian Wells Masters,Hard,SF,W,"6-2, 6-3"
Novak Djokovic,05-03-2007,Indian Wells Masters,Hard,QF,W,"6-3, 6-4"
Novak Djokovic,05-03-2007,Indian Wells Masters,Hard,R16,W,"6-3, 6-1"
Novak Djokovic,05-03-2007,Indian Wells Masters,Hard,R32,W,"6-2, 6-1"
Novak Djokovic,05-03-2007,Indian Wells Masters,Hard,R64,W,"6-4, 6-4"
Novak Djokovic,26-02-2007,Dubai,Hard,QF,L,"6-3, 6-7(6), 6-3"
Novak Djokovic,26-02-2007,Dubai,Hard,R16,W,"7-6(5), 6-3"
Novak Djokovic,26-02-2007,Dubai,Hard,R32,W,"4-6, 6-4, 6-3"
Novak Djokovic,19-02-2007,Rotterdam,Hard (i),SF,L,"3-6, 7-6(7), 7-5"
Novak Djokovic,19-02-2007,Rotterdam,Hard (i),QF,W,"4-6, 6-4, 7-5"
Novak Djokovic,19-02-2007,Rotterdam,Hard (i),R16,W,"6-7(8), 6-1, 6-3"
Novak Djokovic,19-02-2007,Rotterdam,Hard (i),R32,W,"7-6(6), 6-4"
Novak Djokovic,12-02-2007,Marseille,Hard (i),R32,L,"6-4, 4-6, 7-6"
