날짜,팀,상대,득점,실점,승리,장소,시기,리그,예외
2020-01-10,워싱턴,애틀랜타,111,101,1,안방,BC,정규리그,0
2020-01-10,뉴욕,뉴올리언스,111,123,0,안방,BC,정규리그,0
2020-01-10,브루클린,마이애미,117,113,1,안방,BC,정규리그,0
2020-01-10,시카고,인디애나,105,116,0,안방,BC,정규리그,0
2020-01-10,멤피스,샌안토니오,134,121,1,안방,BC,정규리그,0
2020-01-10,피닉스,올랜도,98,94,1,안방,BC,정규리그,0
2020-01-10,유타,샬럿,109,92,1,안방,BC,정규리그,0
2020-01-10,댈러스,LA 레이커스,114,129,0,안방,BC,정규리그,0
2020-01-10,새크라멘토,밀워키,106,127,0,안방,BC,정규리그,0
2020-01-10,LA 클리퍼스,골든스테이트,109,100,1,안방,BC,정규리그,0
2020-01-11,휴스턴,미네소타,139,109,1,안방,BC,정규리그,0
2020-01-11,보스턴,뉴올리언스,140,105,1,안방,BC,정규리그,0
2020-01-11,디트로이트,시카고,99,108,0,안방,BC,정규리그,0
2020-01-11,오클라호마시티,LA 레이커스,110,125,0,안방,BC,정규리그,0
2020-01-11,댈러스,필라델피아,109,91,1,안방,BC,정규리그,0
2020-01-11,덴버,클리블랜드,103,111,0,안방,BC,정규리그,0
2020-01-11,포틀랜드,밀워키,101,122,0,안방,BC,정규리그,0
2020-01-12,뉴욕,마이애미,124,121,1,안방,BC,정규리그,0
2020-01-12,워싱턴,유타,116,127,0,안방,BC,정규리그,0
2020-01-12,브루클린,애틀랜타,108,86,1,안방,BC,정규리그,0
2020-01-12,멤피스,골든스테이트,122,102,1,안방,BC,정규리그,0
2020-01-12,토론토,샌안토니오,104,105,0,안방,BC,정규리그,0
2020-01-12,덴버,LA 클리퍼스,114,104,1,안방,BC,정규리그,0
2020-01-12,피닉스,샬럿,100,92,1,안방,BC,정규리그,0
2020-01-13,디트로이트,뉴올리언스,110,117,0,안방,BC,정규리그,0
2020-01-13,인디애나,필라델피아,101,95,1,안방,BC,정규리그,0
2020-01-13,보스턴,시카고,113,101,1,안방,BC,정규리그,0
2020-01-13,미네소타,오클라호마시티,104,117,0,안방,BC,정규리그,0
2020-01-13,포틀랜드,샬럿,115,112,1,안방,BC,정규리그,0
2020-01-13,새크라멘토,올랜도,112,114,0,안방,BC,정규리그,0
2020-01-13,LA 레이커스,클리블랜드,128,99,1,안방,BC,정규리그,0
2020-01-14,애틀랜타,피닉스,123,110,1,안방,BC,정규리그,0
2020-01-14,브루클린,유타,107,118,0,안방,BC,정규리그,0
2020-01-14,멤피스,휴스턴,121,110,1,안방,BC,정규리그,0
2020-01-14,밀워키,뉴욕,128,102,1,안방,BC,정규리그,0
2020-01-14,골든스테이트,댈러스,97,124,0,안방,BC,정규리그,0
2020-01-14,LA 클리퍼스,클리블랜드,128,103,1,안방,BC,정규리그,0
2020-01-15,보스턴,디트로이트,103,116,0,안방,BC,정규리그,0
2020-01-15,필라델피아,브루클린,117,106,1,안방,BC,정규리그,0
2020-01-15,마이애미,샌안토니오,106,100,1,안방,BC,정규리그,0
2020-01-15,시카고,워싱턴,115,106,1,안방,BC,정규리그,0
2020-01-15,미네소타,인디애나,99,104,0,안방,BC,정규리그,0
2020-01-15,오클라호마시티,토론토,121,130,0,안방,BC,정규리그,0
2020-01-15,덴버,샬럿,100,86,1,안방,BC,정규리그,0
2020-01-15,휴스턴,포틀랜드,107,117,0,안방,BC,정규리그,0
2020-01-15,새크라멘토,댈러스,123,127,0,안방,BC,정규리그,0
2020-01-15,LA 레이커스,올랜도,118,119,0,안방,BC,정규리그,0
2020-01-16,뉴욕,피닉스,98,121,0,안방,BC,정규리그,0
2020-01-16,밀워키,보스턴,128,123,1,안방,BC,정규리그,0
2020-01-16,뉴올리언스,유타,138,132,1,안방,BC,정규리그,0
2020-01-16,골든스테이트,덴버,131,134,0,안방,BC,정규리그,0
2020-01-16,LA 클리퍼스,올랜도,122,95,1,안방,BC,정규리그,0
2020-01-17,인디애나,미네소타,116,114,1,안방,BC,정규리그,0
2020-01-17,필라델피아,시카고,100,89,1,안방,BC,정규리그,0
2020-01-17,토론토,워싱턴,140,111,1,안방,BC,정규리그,0
2020-01-17,멤피스,클리블랜드,113,109,1,안방,BC,정규리그,0
2020-01-17,오클라호마시티,마이애미,108,115,0,안방,BC,정규리그,0
2020-01-17,샌안토니오,애틀랜타,120,121,0,안방,BC,정규리그,0
2020-01-17,댈러스,포틀랜드,120,112,1,안방,BC,정규리그,0
2020-01-18,뉴올리언스,LA 클리퍼스,130,133,0,안방,BC,정규리그,0
2020-01-18,브루클린,밀워키,97,117,0,안방,BC,정규리그,0
2020-01-18,보스턴,피닉스,119,123,0,안방,BC,정규리그,0
2020-01-18,애틀랜타,디트로이트,103,136,0,안방,BC,정규리그,0
2020-01-18,뉴욕,필라델피아,87,90,0,안방,BC,정규리그,0
2020-01-18,시카고,클리블랜드,118,116,1,안방,BC,정규리그,0
2020-01-18,미네소타,토론토,112,122,0,안방,BC,정규리그,0
2020-01-18,골든스테이트,올랜도,109,95,1,안방,BC,정규리그,0
2020-01-18,휴스턴,LA 레이커스,115,124,0,안방,BC,정규리그,0
2020-01-18,오클라호마시티,포틀랜드,119,106,1,안방,BC,정규리그,0
2020-01-18,유타,새크라멘토,123,101,1,안방,BC,정규리그,0
2020-01-19,샌안토니오,마이애미,107,102,1,안방,BC,정규리그,0
2020-01-19,덴버,인디애나,107,115,0,안방,BC,정규리그,0
2020-01-20,워싱턴,디트로이트,106,100,1,안방,BC,정규리그,0
2020-01-20,애틀랜타,토론토,117,122,0,안방,BC,정규리그,0
2020-01-20,브루클린,필라델피아,111,117,0,안방,BC,정규리그,0
2020-01-20,샬럿,올랜도,83,106,0,안방,BC,정규리그,0
2020-01-20,클리블랜드,뉴욕,86,106,0,안방,BC,정규리그,0
2020-01-20,휴스턴,오클라호마시티,107,112,0,안방,BC,정규리그,0
2020-01-20,멤피스,뉴올리언스,116,126,0,안방,BC,정규리그,0
2020-01-20,마이애미,새크라멘토,118,113,1,안방,BC,정규리그,0
2020-01-20,밀워키,시카고,111,98,1,안방,BC,정규리그,0
2020-01-20,보스턴,LA 레이커스,139,107,1,안방,BC,정규리그,0
2020-01-20,미네소타,덴버,100,107,0,안방,BC,정규리그,0
2020-01-20,피닉스,샌안토니오,118,120,0,안방,BC,정규리그,0
2020-01-20,유타,인디애나,118,88,1,안방,BC,정규리그,0
2020-01-20,포틀랜드,골든스테이트,129,124,1,안방,BC,정규리그,0
2020-01-21,댈러스,LA 클리퍼스,107,110,0,안방,BC,정규리그,0
2020-01-22,디트로이트,새크라멘토,127,106,1,안방,BC,정규리그,0
2020-01-22,올랜도,오클라호마시티,114,120,0,안방,BC,정규리그,0
2020-01-22,토론토,필라델피아,107,95,1,안방,BC,정규리그,0
2020-01-22,애틀랜타,LA 클리퍼스,102,95,1,안방,BC,정규리그,0
2020-01-22,보스턴,멤피스,119,95,1,안방,BC,정규리그,0
2020-01-22,마이애미,워싱턴,134,129,1,안방,BC,정규리그,0
2020-01-22,뉴욕,LA 레이커스,92,100,0,안방,BC,정규리그,0
2020-01-22,시카고,미네소타,117,110,1,안방,BC,정규리그,0
2020-01-22,휴스턴,덴버,121,105,1,안방,BC,정규리그,0
2020-01-22,피닉스,인디애나,87,112,0,안방,BC,정규리그,0
2020-01-22,뉴올리언스,샌안토니오,117,121,0,안방,BC,정규리그,0
2020-01-22,골든스테이트,유타,96,129,0,안방,BC,정규리그,0
2020-01-23,클리블랜드,워싱턴,112,124,0,안방,BC,정규리그,0
2020-01-23,브루클린,LA 레이커스,113,128,0,안방,BC,정규리그,0
2020-01-23,포틀랜드,댈러스,125,133,0,안방,BC,정규리그,0
2020-01-24,샬럿,밀워키,103,116,0,안방,BC,정규리그,1
2020-01-24,디트로이트,멤피스,112,125,0,안방,BC,정규리그,0
2020-01-24,올랜도,보스턴,98,109,0,안방,BC,정규리그,0
2020-01-24,뉴욕,토론토,112,118,0,안방,BC,정규리그,0
2020-01-24,시카고,새크라멘토,81,98,0,안방,BC,정규리그,0
2020-01-24,마이애미,LA 클리퍼스,117,122,0,안방,BC,정규리그,0
2020-01-24,미네소타,휴스턴,124,131,0,안방,BC,정규리그,0
2020-01-24,뉴올리언스,덴버,106,113,0,안방,BC,정규리그,0
2020-01-24,오클라호마시티,애틀랜타,140,111,1,안방,BC,정규리그,0
2020-01-24,샌안토니오,피닉스,99,103,0,안방,BC,정규리그,0
2020-01-24,골든스테이트,인디애나,118,129,0,안방,BC,정규리그,0
2020-01-25,유타,댈러스,112,107,1,안방,BC,정규리그,0
2020-01-25,디트로이트,브루클린,111,121,0,안방,BC,정규리그,0
2020-01-25,클리블랜드,시카고,106,118,0,안방,BC,정규리그,0
2020-01-25,미네소타,오클라호마시티,104,113,0,안방,BC,정규리그,0
2020-01-25,필라델피아,LA 레이커스,108,91,1,안방,BC,정규리그,0
2020-01-26,덴버,휴스턴,117,110,1,안방,BC,정규리그,0
2020-01-26,샌안토니오,토론토,106,110,0,안방,BC,정규리그,0
2020-01-26,애틀랜타,워싱턴,152,133,1,안방,BC,정규리그,0
2020-01-26,멤피스,피닉스,114,109,1,안방,BC,정규리그,0
2020-01-26,뉴올리언스,보스턴,123,108,1,안방,BC,정규리그,0
2020-01-26,뉴욕,브루클린,110,97,1,안방,BC,정규리그,0
2020-01-26,올랜도,LA 클리퍼스,97,112,0,안방,BC,정규리그,0
2020-01-26,포틀랜드,인디애나,139,129,1,안방,BC,정규리그,0
2020-01-27,디트로이트,클리블랜드,100,115,0,안방,BC,정규리그,0
2020-01-27,마이애미,올랜도,113,92,1,안방,BC,정규리그,0
2020-01-27,시카고,샌안토니오,110,109,1,안방,BC,정규리그,0
2020-01-27,미네소타,새크라멘토,129,133,0,안방,BC,정규리그,0
2020-01-27,오클라호마시티,댈러스,97,107,0,안방,BC,정규리그,0
2020-01-27,유타,휴스턴,117,126,0,안방,BC,정규리그,0
2020-01-28,샬럿,뉴욕,97,92,1,안방,BC,정규리그,0
2020-01-28,필라델피아,골든스테이트,115,104,1,안방,BC,정규리그,0
2020-01-28,클리블랜드,뉴올리언스,111,125,0,안방,BC,정규리그,0
2020-01-28,토론토,애틀랜타,130,114,1,안방,BC,정규리그,0
2020-01-28,멤피스,덴버,104,96,1,안방,BC,정규리그,0
2020-01-28,마이애미,보스턴,101,109,0,안방,BC,정규리그,0
2020-01-28,밀워키,워싱턴,151,131,1,안방,BC,정규리그,0
2020-01-28,댈러스,피닉스,104,133,0,안방,BC,정규리그,0
2020-01-29,인디애나,시카고,115,106,1,안방,BC,정규리그,0
2020-01-29,브루클린,디트로이트,125,115,1,안방,BC,정규리그,0
2020-01-29,뉴욕,멤피스,106,127,0,안방,BC,정규리그,0
2020-01-29,샌안토니오,유타,127,120,1,안방,BC,정규리그,0
2020-01-29,포틀랜드,휴스턴,125,112,1,안방,BC,정규리그,0
2020-01-29,새크라멘토,오클라호마시티,100,120,0,안방,BC,정규리그,0
2020-01-30,클리블랜드,토론토,109,115,0,안방,BC,정규리그,0
2020-01-30,워싱턴,샬럿,121,107,1,안방,BC,정규리그,0
2020-01-30,애틀랜타,필라델피아,127,117,1,안방,BC,정규리그,0
2020-01-30,보스턴,골든스테이트,119,104,1,안방,BC,정규리그,0
2020-01-30,덴버,유타,106,100,1,안방,BC,정규리그,0
2020-01-30,LA 클리퍼스,새크라멘토,103,124,0,안방,BC,정규리그,0
2020-01-31,디트로이트,토론토,92,105,0,안방,BC,정규리그,0
2020-01-31,브루클린,시카고,133,118,1,안방,BC,정규리그,0
2020-01-31,휴스턴,댈러스,128,121,1,안방,BC,정규리그,0
2020-01-31,뉴올리언스,멤피스,139,111,1,안방,BC,정규리그,0
2020-01-31,밀워키,덴버,115,127,0,안방,BC,정규리그,0
2020-01-31,피닉스,오클라호마시티,107,111,0,안방,BC,정규리그,0
2020-01-31,LA 레이커스,포틀랜드,119,127,0,안방,BC,정규리그,0
2020-02-01,LA 클리퍼스,미네소타,118,106,1,안방,BC,정규리그,0
2020-02-01,인디애나,뉴욕,85,92,0,안방,BC,정규리그,0
2020-02-01,올랜도,마이애미,89,102,0,안방,BC,정규리그,0
2020-02-01,클리블랜드,골든스테이트,112,131,0,안방,BC,정규리그,0
2020-02-01,워싱턴,브루클린,113,107,1,안방,BC,정규리그,0
2020-02-01,보스턴,필라델피아,116,95,1,안방,BC,정규리그,0
2020-02-01,댈러스,애틀랜타,123,100,1,안방,BC,정규리그,0
2020-02-01,샌안토니오,샬럿,114,90,1,안방,BC,정규리그,0
2020-02-01,새크라멘토,LA 레이커스,113,129,0,안방,BC,정규리그,0
2020-02-01,포틀랜드,유타,124,107,1,안방,BC,정규리그,0
2020-02-02,디트로이트,덴버,128,123,1,안방,BC,정규리그,0
2020-02-02,휴스턴,뉴올리언스,117,109,1,안방,BC,정규리그,0
2020-02-02,밀워키,피닉스,129,108,1,안방,BC,정규리그,0
2020-02-02,토론토,시카고,129,102,1,안방,BC,정규리그,0
2020-02-03,샬럿,올랜도,100,112,0,안방,BC,정규리그,0
2020-02-03,클리블랜드,뉴욕,134,139,0,안방,BC,정규리그,0
2020-02-03,인디애나,댈러스,103,112,0,안방,BC,정규리그,0
2020-02-03,워싱턴,골든스테이트,117,125,0,안방,BC,정규리그,0
2020-02-03,애틀랜타,보스턴,115,123,0,안방,BC,정규리그,0
2020-02-03,브루클린,피닉스,119,97,1,안방,BC,정규리그,0
2020-02-03,마이애미,필라델피아,137,106,1,안방,BC,정규리그,0
2020-02-03,멤피스,디트로이트,96,82,1,안방,BC,정규리그,0
2020-02-03,새크라멘토,미네소타,113,109,1,안방,BC,정규리그,0
2020-02-03,LA 클리퍼스,샌안토니오,108,105,1,안방,BC,정규리그,0
2020-02-04,뉴올리언스,밀워키,108,120,0,안방,BC,정규리그,0
2020-02-04,휴스턴,샬럿,125,110,1,안방,BC,정규리그,0
2020-02-04,덴버,포틀랜드,127,99,1,안방,BC,정규리그,0
2020-02-04,LA 레이커스,샌안토니오,129,102,1,안방,BC,정규리그,0
2020-02-05,디트로이트,피닉스,116,108,1,안방,BC,정규리그,0
2020-02-05,보스턴,올랜도,116,100,1,안방,BC,정규리그,0
2020-02-05,브루클린,골든스테이트,129,88,1,안방,BC,정규리그,0
2020-02-05,토론토,인디애나,119,118,1,안방,BC,정규리그,0
2020-02-05,미네소타,애틀랜타,120,127,0,안방,BC,정규리그,0
2020-02-05,오클라호마시티,클리블랜드,109,103,1,안방,BC,정규리그,0
2020-02-05,댈러스,멤피스,107,121,0,안방,BC,정규리그,0
2020-02-05,유타,덴버,95,98,0,안방,BC,정규리그,0
2020-02-05,LA 클리퍼스,마이애미,128,111,1,안방,BC,정규리그,0
2020-02-06,뉴욕,올랜도,105,103,1,안방,BC,정규리그,0
2020-02-06,시카고,뉴올리언스,119,125,0,안방,BC,정규리그,0
2020-02-06,밀워키,필라델피아,112,101,1,안방,BC,정규리그,0
2020-02-06,포틀랜드,샌안토니오,125,117,1,안방,BC,정규리그,0
2020-02-06,LA 레이커스,휴스턴,111,121,0,안방,BC,정규리그,0
2020-02-07,필라델피아,멤피스,119,107,1,안방,BC,정규리그,0
2020-02-07,워싱턴,댈러스,119,118,1,안방,BC,정규리그,0
2020-02-07,보스턴,애틀랜타,112,107,1,안방,BC,정규리그,0
2020-02-07,인디애나,토론토,106,115,0,안방,BC,정규리그,0
2020-02-07,오클라호마시티,디트로이트,108,101,1,안방,BC,정규리그,0
2020-02-07,피닉스,휴스턴,127,91,1,안방,BC,정규리그,0
2020-02-07,새크라멘토,마이애미,105,97,1,안방,BC,정규리그,0
2020-02-07,유타,포틀랜드,117,114,1,안방,BC,정규리그,0
2020-02-08,올랜도,밀워키,95,111,0,안방,BC,정규리그,0
2020-02-08,샬럿,댈러스,100,116,0,안방,BC,정규리그,0
2020-02-08,디트로이트,뉴욕,92,95,0,안방,BC,정규리그,0
2020-02-08,인디애나,뉴올리언스,117,124,0,안방,BC,정규리그,0
2020-02-08,토론토,브루클린,119,118,1,안방,BC,정규리그,0
2020-02-08,미네소타,LA 클리퍼스,142,115,1,안방,BC,정규리그,0
2020-02-08,골든스테이트,LA 레이커스,120,125,0,안방,BC,정규리그,0
2020-02-08,피닉스,덴버,108,117,0,안방,BC,정규리그,0
2020-02-08,새크라멘토,샌안토니오,122,102,1,안방,BC,정규리그,0
2020-02-09,오클라호마시티,보스턴,111,112,0,안방,BC,정규리그,0
2020-02-09,애틀랜타,뉴욕,140,135,1,안방,BC,정규리그,0
2020-02-09,필라델피아,시카고,118,111,1,안방,BC,정규리그,0
2020-02-09,워싱턴,멤피스,99,106,0,안방,BC,정규리그,0
2020-02-09,휴스턴,유타,113,114,0,안방,BC,정규리그,0
2020-02-09,클리블랜드,LA 클리퍼스,92,133,0,안방,BC,정규리그,0
2020-02-09,포틀랜드,마이애미,115,109,1,안방,BC,정규리그,0
2020-02-10,디트로이트,샬럿,76,87,0,안방,BC,정규리그,0
2020-02-10,인디애나,브루클린,105,106,0,안방,BC,정규리그,0
2020-02-10,올랜도,애틀랜타,135,126,1,안방,BC,정규리그,0
2020-02-10,토론토,미네소타,137,126,1,안방,BC,정규리그,0
2020-02-10,밀워키,새크라멘토,123,111,1,안방,BC,정규리그,0
2020-02-10,댈러스,유타,119,123,0,안방,BC,정규리그,0
2020-02-10,덴버,샌안토니오,127,120,1,안방,BC,정규리그,0
2020-02-10,골든스테이트,마이애미,101,113,0,안방,BC,정규리그,0
2020-02-10,LA 레이커스,피닉스,125,100,1,안방,BC,정규리그,0
2020-02-11,필라델피아,LA 클리퍼스,110,103,1,안방,BC,정규리그,0
2020-02-11,워싱턴,시카고,126,114,1,안방,BC,정규리그,0
2020-02-11,뉴올리언스,포틀랜드,138,117,1,안방,BC,정규리그,0
2020-02-11,오클라호마시티,샌안토니오,106,114,0,안방,BC,정규리그,0
2020-02-11,휴스턴,보스턴,116,105,1,안방,BC,정규리그,0
2020-02-12,클리블랜드,애틀랜타,127,105,1,안방,BC,정규리그,0
2020-02-12,올랜도,디트로이트,116,112,1,안방,BC,정규리그,0
2020-02-12,브루클린,토론토,101,91,1,안방,BC,정규리그,0
2020-02-12,인디애나,밀워키,118,111,1,안방,BC,정규리그,0
2020-02-12,뉴욕,워싱턴,96,114,0,안방,BC,정규리그,0
2020-02-12,멤피스,포틀랜드,111,104,1,안방,BC,정규리그,0
2020-02-12,미네소타,샬럿,108,115,0,안방,BC,정규리그,0
2020-02-12,댈러스,새크라멘토,130,111,1,안방,BC,정규리그,0
2020-02-12,피닉스,골든스테이트,112,106,1,안방,BC,정규리그,0
2020-02-12,유타,마이애미,116,101,1,안방,BC,정규리그,0
2020-02-12,덴버,LA 레이커스,116,120,0,안방,BC,정규리그,0
2020-02-13,보스턴,LA 클리퍼스,141,133,1,안방,BC,정규리그,0
2020-02-13,뉴올리언스,오클라호마시티,118,123,0,안방,BC,정규리그,0
2020-02-20,디트로이트,밀워키,106,126,0,안방,BC,정규리그,0
2020-02-20,애틀랜타,마이애미,129,124,1,안방,BC,정규리그,0
2020-02-20,시카고,샬럿,93,103,0,안방,BC,정규리그,0
2020-02-20,필라델피아,브루클린,112,104,1,안방,BC,정규리그,0
2020-02-20,새크라멘토,멤피스,129,125,1,안방,BC,정규리그,0
2020-02-20,골든스테이트,휴스턴,105,135,0,안방,BC,정규리그,0
2020-02-21,올랜도,댈러스,106,122,0,안방,BC,정규리그,0
2020-02-21,워싱턴,클리블랜드,108,113,0,안방,BC,정규리그,0
2020-02-21,뉴욕,인디애나,98,106,0,안방,BC,정규리그,0
2020-02-21,토론토,피닉스,118,101,1,안방,BC,정규리그,0
2020-02-21,미네소타,보스턴,117,127,0,안방,BC,정규리그,0
2020-02-21,오클라호마시티,덴버,113,101,1,안방,BC,정규리그,0
2020-02-21,유타,샌안토니오,104,113,0,안방,BC,정규리그,0
2020-02-21,LA 레이커스,멤피스,117,105,1,안방,BC,정규리그,0
2020-02-21,포틀랜드,뉴올리언스,115,128,0,안방,BC,정규리그,0
2020-02-22,LA 클리퍼스,새크라멘토,103,112,0,안방,BC,정규리그,0
2020-02-22,샬럿,브루클린,86,115,0,안방,BC,정규리그,0
2020-02-22,애틀랜타,댈러스,111,107,1,안방,BC,정규리그,0
2020-02-22,시카고,피닉스,104,112,0,안방,BC,정규리그,0
2020-02-22,마이애미,클리블랜드,124,105,1,안방,BC,정규리그,0
2020-02-22,밀워키,필라델피아,119,98,1,안방,BC,정규리그,0
2020-02-22,유타,휴스턴,110,120,0,안방,BC,정규리그,0
2020-02-23,LA 레이커스,보스턴,114,112,1,안방,BC,정규리그,0
2020-02-23,덴버,미네소타,128,116,1,안방,BC,정규리그,0
2020-02-23,토론토,인디애나,127,81,1,안방,BC,정규리그,0
2020-02-23,시카고,워싱턴,126,117,1,안방,BC,정규리그,0
2020-02-23,오클라호마시티,샌안토니오,131,103,1,안방,BC,정규리그,0
2020-02-23,골든스테이트,뉴올리언스,101,115,0,안방,BC,정규리그,0
2020-02-23,포틀랜드,디트로이트,107,104,1,안방,BC,정규리그,0
2020-02-24,클리블랜드,마이애미,125,119,1,안방,BC,정규리그,0
2020-02-24,필라델피아,애틀랜타,129,112,1,안방,BC,정규리그,0
2020-02-24,워싱턴,밀워키,134,137,0,안방,BC,정규리그,0
2020-02-24,브루클린,올랜도,113,115,0,안방,BC,정규리그,0
2020-02-24,휴스턴,뉴욕,123,112,1,안방,BC,정규리그,0
2020-02-24,댈러스,미네소타,139,123,1,안방,BC,정규리그,0
2020-02-24,유타,피닉스,111,131,0,안방,BC,정규리그,0
2020-02-24,LA 클리퍼스,멤피스,124,97,1,안방,BC,정규리그,0
2020-02-25,인디애나,샬럿,119,80,1,안방,BC,정규리그,0
2020-02-25,토론토,밀워키,97,108,0,안방,BC,정규리그,0
2020-02-25,시카고,오클라호마시티,122,124,0,안방,BC,정규리그,0
2020-02-25,덴버,디트로이트,115,98,1,안방,BC,정규리그,0
2020-02-25,LA 레이커스,뉴올리언스,118,109,1,안방,BC,정규리그,0
2020-02-25,포틀랜드,보스턴,106,118,0,안방,BC,정규리그,0
2020-02-25,골든스테이트,새크라멘토,94,112,0,안방,BC,정규리그,0
2020-02-26,샬럿,뉴욕,107,101,1,안방,BC,정규리그,0
2020-02-26,클리블랜드,필라델피아,108,94,1,안방,BC,정규리그,0
2020-02-26,워싱턴,브루클린,110,106,1,안방,BC,정규리그,0
2020-02-26,애틀랜타,올랜도,120,130,0,안방,BC,정규리그,0
2020-02-26,마이애미,미네소타,126,129,0,안방,BC,정규리그,0
2020-02-26,휴스턴,멤피스,140,112,1,안방,BC,정규리그,0
2020-02-26,샌안토니오,댈러스,103,109,0,안방,BC,정규리그,0
2020-02-26,피닉스,LA 클리퍼스,92,102,0,안방,BC,정규리그,0
2020-02-26,유타,보스턴,103,114,0,안방,BC,정규리그,0
2020-02-27,필라델피아,뉴욕,115,106,1,안방,BC,정규리그,0
2020-02-27,인디애나,포틀랜드,106,100,1,안방,BC,정규리그,0
2020-02-27,오클라호마시티,새크라멘토,112,108,1,안방,BC,정규리그,0
2020-02-27,골든스테이트,LA 레이커스,86,116,0,안방,BC,정규리그,0
2020-02-28,올랜도,미네소타,136,125,1,안방,BC,정규리그,0
2020-02-28,애틀랜타,브루클린,141,118,1,안방,BC,정규리그,0
2020-02-28,토론토,샬럿,96,99,0,안방,BC,정규리그,0
2020-02-28,멤피스,새크라멘토,101,104,0,안방,BC,정규리그,0
2020-02-28,마이애미,댈러스,126,118,1,안방,BC,정규리그,0
2020-02-28,밀워키,오클라호마시티,133,86,1,안방,BC,정규리그,0
2020-02-28,뉴올리언스,클리블랜드,116,104,1,안방,BC,정규리그,0
2020-02-28,피닉스,디트로이트,111,113,0,안방,BC,정규리그,0
2020-02-28,유타,워싱턴,129,119,1,안방,BC,정규리그,0
2020-02-28,LA 클리퍼스,덴버,132,103,1,안방,BC,정규리그,0
2020-02-29,뉴욕,시카고,125,115,1,안방,BC,정규리그,0
2020-02-29,애틀랜타,포틀랜드,129,117,1,안방,BC,정규리그,0
2020-02-29,마이애미,브루클린,116,113,1,안방,BC,정규리그,0
2020-02-29,클리블랜드,인디애나,104,113,0,안방,BC,정규리그,0
2020-02-29,멤피스,LA 레이커스,105,88,1,안방,BC,정규리그,0
2020-02-29,보스턴,휴스턴,110,111,0,안방,BC,정규리그,0
2020-02-29,샌안토니오,올랜도,114,113,1,안방,BC,정규리그,0
2020-02-29,피닉스,골든스테이트,99,115,0,안방,BC,정규리그,0
2020-03-01,샬럿,밀워키,85,93,0,안방,BC,정규리그,0
2020-03-01,LA 클리퍼스,필라델피아,136,130,1,안방,BC,정규리그,0
2020-03-01,미네소타,댈러스,91,111,0,안방,BC,정규리그,0
2020-03-01,덴버,토론토,133,118,1,안방,BC,정규리그,0
2020-03-01,새크라멘토,디트로이트,106,100,1,안방,BC,정규리그,0
2020-03-01,뉴올리언스,LA 레이커스,114,122,0,안방,BC,정규리그,0
2020-03-01,골든스테이트,워싱턴,110,124,0,안방,BC,정규리그,0
2020-03-02,클리블랜드,유타,113,126,0,안방,BC,정규리그,0
2020-03-02,뉴욕,휴스턴,125,123,1,안방,BC,정규리그,0
2020-03-02,올랜도,포틀랜드,107,130,0,안방,BC,정규리그,0
2020-03-02,애틀랜타,멤피스,88,127,0,안방,BC,정규리그,0
2020-03-02,마이애미,밀워키,105,89,1,안방,BC,정규리그,0
2020-03-02,시카고,댈러스,109,107,1,안방,BC,정규리그,0
2020-03-02,샌안토니오,인디애나,111,116,0,안방,BC,정규리그,0
2020-03-03,샬럿,샌안토니오,103,104,0,안방,BC,정규리그,0
2020-03-03,보스턴,브루클린,120,129,0,안방,BC,정규리그,0
2020-03-03,뉴올리언스,미네소타,134,139,0,안방,BC,정규리그,0
2020-03-03,오클라호마시티,LA 클리퍼스,94,109,0,안방,BC,정규리그,0
2020-03-03,덴버,골든스테이트,100,116,0,안방,BC,정규리그,0
2020-03-03,피닉스,토론토,114,123,0,안방,BC,정규리그,0
2020-03-03,LA 레이커스,필라델피아,120,107,1,안방,BC,정규리그,0
2020-03-03,새크라멘토,워싱턴,133,126,1,안방,BC,정규리그,0
2020-03-04,클리블랜드,보스턴,106,112,0,안방,BC,정규리그,0
2020-03-04,디트로이트,오클라호마시티,107,114,0,안방,BC,정규리그,0
2020-03-04,밀워키,인디애나,119,100,1,안방,BC,정규리그,0
2020-03-04,브루클린,멤피스,79,118,0,안방,BC,정규리그,0
2020-03-04,뉴욕,유타,104,112,0,안방,BC,정규리그,0
2020-03-04,마이애미,올랜도,116,113,1,안방,BC,정규리그,0
2020-03-04,미네소타,시카고,115,108,1,안방,BC,정규리그,0
2020-03-04,댈러스,뉴올리언스,127,123,1,안방,BC,정규리그,0
2020-03-04,포틀랜드,워싱턴,125,104,1,안방,BC,정규리그,0
2020-03-05,샬럿,덴버,112,114,0,안방,BC,정규리그,0
2020-03-05,휴스턴,LA 클리퍼스,105,120,0,안방,BC,정규리그,0
2020-03-05,새크라멘토,필라델피아,108,125,0,안방,BC,정규리그,0
2020-03-05,골든스테이트,토론토,113,121,0,안방,BC,정규리그,0
2020-03-06,워싱턴,애틀랜타,118,112,1,안방,BC,정규리그,0
2020-03-06,브루클린,샌안토니오,139,120,1,안방,BC,정규리그,0
2020-03-06,뉴욕,오클라호마시티,103,126,0,안방,BC,정규리그,0
2020-03-06,시카고,인디애나,102,108,0,안방,BC,정규리그,0
2020-03-06,미네소타,올랜도,118,132,0,안방,BC,정규리그,0
2020-03-06,뉴올리언스,마이애미,110,104,1,안방,BC,정규리그,0
2020-03-06,보스턴,유타,94,99,0,안방,BC,정규리그,0
2020-03-06,댈러스,멤피스,121,96,1,안방,BC,정규리그,0
