시즌,팀,남녀부,경기,세트,득점,공격종합_성공,공격종합_블로킹,공격종합_범실,공격종합_연결,공격종합_시도,공격종합_성공률,오픈_성공,오픈_블로킹,오픈_범실,오픈_연결,오픈_시도,오픈_성공률,속공_성공,속공_블로킹,속공_범실,속공_연결,속공_시도,속공_성공률,퀵오픈_성공,퀵오픈_블로킹,퀵오픈_범실,퀵오픈_연결,퀵오픈_시도,퀵오픈_성공률,시간차_성공,시간차_블로킹,시간차_범실,시간차_연결,시간차_시도,시간차_성공률,이동_성공,이동_블로킹,이동_범실,이동_계속,이동_시도,이동_성공률,후위_성공,후위_블로킹,후위_범실,후위_연결,후위_시도,후위_성공률,블로킹_성공,유효블로킹,블로킹_실패,블로킹_범실,블로킹_연결,블로킹_시도,블로킹_세트당_평균,블로킹_어시스트,서브_성공,서브_범실,서브_연결,서브_시도,서브_세트당_평균,벌칙,개인범실,팀범실,세트_성공,세트_범실,세트_연결,세트_시도,세트_세트당_평균,리시브_정확,리시브_실패,리시브_연결,리시브_시도,리시브_효율,디그_성공,디그_범실,디그_실패,디그_시도,디그_세트당_평균
2015~2016,한국전력,남,36,140,3121,1877,325,284,1251,3737,50.22,602,148,115,523,1388,43.37,269,21,17,171,478,56.27,423,69,48,223,763,55.43,144,10,7,53,214,67.28,2,1,,1,4,50,437,76,97,280,890,49.1,310,463,662,46,300,1735,2.214,220,109,457,2559,3125,0.778,,833,2,1814,35,1936,3785,12.95,1528,151,1001,2680,51.38,1449,420,11,1880,10.35
2015~2016,KB손보,남,36,138,3013,1796,349,282,1233,3660,49.07,455,137,81,468,1141,39.87,245,26,30,156,457,53.61,554,89,69,295,1007,55.01,119,17,10,48,194,61.34,1,,,,1,100,422,80,92,266,860,49.06,265,436,661,34,250,1612,1.92,196,140,436,2459,3035,1.014,,815,,1719,54,2004,3777,12.45,1434,175,1185,2794,45.06,1417,469,9,1895,10.26
2015~2016,우리카드,남,36,136,2789,1632,401,290,1290,3613,45.17,503,154,126,559,1342,37.48,248,33,29,159,469,52.87,384,110,41,264,799,48.06,79,8,8,47,142,55.63,,,,1,1,,418,96,86,260,860,48.6,302,400,727,37,277,1706,2.22,225,101,370,2346,2817,0.742,,761,2,1561,55,2110,3726,11.47,1317,157,1263,2737,42.38,1350,412,9,1771,9.926
2015~2016,현대,여,30,116,2538,1571,212,252,2179,4214,37.28,437,83,102,842,1464,29.84,123,10,16,151,300,41,454,70,46,513,1083,41.92,327,23,31,309,690,47.39,34,2,1,30,67,50.74,196,24,56,334,610,32.13,294,715,619,42,449,2077,2.534,225,131,188,2211,2530,1.129,,535,2,1486,43,2783,4312,12.81,997,111,1137,2245,39.46,2431,423,10,2864,20.95
2015~2016,IBK,여,30,110,2442,1501,204,217,1955,3877,38.71,630,100,100,949,1779,35.41,118,17,9,142,286,41.25,251,25,28,304,608,41.28,218,12,24,203,457,47.7,36,4,3,58,101,35.64,248,46,53,299,646,38.39,260,621,518,32,339,1738,2.363,188,132,194,2101,2427,1.2,,486,3,1409,36,2521,3966,12.8,1002,141,976,2119,40.63,2234,433,7,2674,20.3
2015~2016,흥국,여,30,120,2609,1626,272,304,2412,4614,35.24,759,150,158,1393,2460,30.85,149,15,20,151,335,44.47,299,51,32,326,708,42.23,168,25,20,235,448,37.5,116,8,13,95,232,50,135,23,61,212,431,31.32,216,863,518,44,363,1960,1.8,158,139,205,2263,2607,1.158,,616,2,1547,56,3127,4730,12.89,1052,128,1197,2377,38.87,2780,462,7,3249,23.16
2015~2016,GS,여,30,122,2691,1727,254,317,2404,4702,36.72,695,135,168,1217,2215,31.37,193,28,18,223,462,41.77,408,49,42,422,921,44.29,234,16,26,252,528,44.31,91,6,9,85,191,47.64,106,20,54,205,385,27.53,263,781,601,50,436,2081,2.155,205,133,189,2370,2692,1.09,,616,3,1596,49,3076,4721,13.08,1143,113,1137,2393,43.04,2743,434,11,3188,22.48
2015~2016,도로공사,여,30,119,2521,1618,284,320,2192,4414,36.65,693,146,158,1126,2123,32.64,132,17,15,130,294,44.89,381,56,53,413,903,42.19,166,19,24,214,423,39.24,60,7,4,83,154,38.96,186,39,66,226,517,35.97,216,752,514,25,306,1788,1.815,156,124,214,2183,2521,1.042,,606,4,1536,43,2929,4508,12.9,1166,132,1072,2370,43.62,2510,447,4,2961,21.09
2015~2016,KGC인삼공사,여,30,115,2315,1391,239,331,2563,4524,30.74,673,133,168,1408,2382,28.25,41,8,9,85,143,28.67,282,47,43,462,834,33.81,74,13,15,127,229,32.31,34,3,4,67,108,31.48,287,35,92,414,828,34.66,216,749,609,18,363,1937,1.878,157,113,172,2054,2339,0.982,,571,1,1316,38,3369,4723,11.44,1148,147,1140,2435,41.1,2704,508,12,3224,23.51
2016~2017,현대,남,36,143,3241,1846,312,257,1076,3491,52.87,425,103,79,398,1005,42.28,398,38,28,178,642,61.99,507,93,61,253,914,55.47,109,10,8,33,160,68.12,,,,,,,407,68,81,214,770,52.85,344,397,720,43,316,1777,2.405,282,213,486,2525,3224,1.489,1,838,1,1767,42,1701,3510,12.35,1400,150,1102,2652,47.13,1189,405,9,1603,8.314
2016~2017,KAL,남,36,140,3203,1783,274,285,1056,3398,52.47,418,100,103,378,999,41.84,258,20,23,122,423,60.99,529,74,57,271,931,56.82,99,13,9,39,160,61.87,,,,1,1,,479,67,93,245,884,54.18,364,396,701,43,255,1716,2.6,291,169,447,2564,3180,1.207,,830,,1724,48,1671,3443,12.31,1265,144,1146,2555,43.87,1205,432,7,1644,8.607
2016~2017,한국전력,남,36,152,3377,1953,321,300,1336,3910,49.94,721,144,131,624,1620,44.5,295,37,26,188,546,54.02,415,75,44,218,752,55.18,64,5,3,32,104,61.53,,,,,,,458,60,96,274,888,51.57,374,449,762,36,281,1866,2.46,284,150,508,2711,3369,0.986,1,900,12,1887,46,2015,3948,12.41,1644,143,1070,2857,52.53,1422,413,9,1844,9.355
2016~2017,삼성,남,36,147,3285,1959,364,295,1118,3736,52.43,738,167,124,531,1560,47.3,291,32,23,144,490,59.38,327,48,35,143,553,59.13,45,7,2,21,75,60,3,,,,3,100,555,110,111,279,1055,52.6,311,462,681,36,221,1675,2.115,234,142,504,2636,3282,0.965,,881,2,1878,40,1863,3781,12.77,1468,173,1174,2815,46,1358,496,6,1860,9.238
2016~2017,우리카드,남,36,143,3234,1890,345,287,1078,3600,52.5,499,124,123,424,1170,42.64,290,31,21,137,479,60.54,573,88,51,270,982,58.35,63,7,4,32,106,59.43,2,,,,2,100,463,95,88,215,861,53.77,350,419,712,45,284,1765,2.447,262,148,427,2659,3234,1.034,,808,1,1815,42,1786,3643,12.69,1497,133,1098,2728,50,1229,465,7,1701,8.594
