season,pick,team,player,college,years,pos,g,gs,mp,fg,fga,x3p,x3pa,ft,fta,trb,ast,stl,blk,tov,pf,pts,ws
1984,18,IND,Vern Fleming,Georgia,12,PG,893,523,24721,3964,7954,38,210,2159,2826,3012,4293,926,105,1795,2003,10125,52.1
1984,19,POR,Bernard Thompson,Fresno State,5,SF,204,29,2935,410,934,0,17,258,327,352,266,127,27,181,391,1078,3.3
1984,20,DET,Tony Campbell,Ohio State,11,SF,690,224,15180,3180,6981,67,264,1567,1984,2117,1019,582,157,1083,1536,7994,20.6
1984,21,MIL,Kenny Fields,UCLA,4,SF,184,21,2692,463,977,3,16,211,288,464,188,97,38,181,394,1140,4.2
1984,22,PHI,Tom Sewell,Lamar,1,SG,21,0,87,9,36,0,2,2,4,4,6,3,1,7,13,20,-0.4
1984,23,LAL,Earl Jones,University of the District of Columbia,2,C,14,0,50,5,13,0,0,3,4,10,4,0,1,8,13,13,0
1984,24,BOS,Michael Young,Houston,3,SF,49,2,472,94,202,8,27,27,38,88,24,25,3,15,47,223,1.1
1984,25,IND,Devin Durrant,BYU,2,SF,63,8,807,122,295,0,3,73,106,132,85,22,10,81,116,317,-0.2
1984,27,CLE,Ron Anderson,Fresno State,10,SF,664,79,15112,2936,6239,105,366,1079,1325,2312,952,470,90,730,1019,7056,24.2
1984,28,SEA,Cory Blackwell,Wisconsin,1,SF,60,0,551,87,237,0,2,28,55,96,26,25,3,44,55,202,-0.9
1984,29,IND,Stuart Gray,UCLA,7,C,386,5,3457,338,758,0,7,230,347,1020,148,64,133,243,645,906,3.3
1984,30,GSW,Steve Burtt,Iona College,4,SG,101,2,1121,218,512,2,14,146,210,92,123,49,13,110,195,584,0
1984,31,GSW,Jay Murphy,Boston College,4,PF,67,0,436,63,190,0,3,34,56,111,13,8,7,24,59,160,-0.5
1984,33,POR,Steve Colter,New Mexico State,8,PG,526,170,9570,1295,2891,76,263,653,839,1051,1482,463,76,534,897,3319,17.4
1984,35,GSW,Othell Wilson,Virginia,2,PG,127,25,2049,216,476,6,34,97,130,212,424,119,16,172,189,535,1.3
1984,36,PHO,Charles Jones,Louisville,4,C,78,14,1565,236,454,0,4,182,281,394,128,45,61,143,149,654,2.9
1984,37,CHI,Ben Coleman,Maryland,5,PF,227,42,3612,583,1129,0,5,328,432,928,128,94,99,302,613,1494,5.1
1984,38,DAL,Charlie Sitton,Oregon State,1,SF,43,0,304,39,94,0,2,13,25,60,26,7,6,19,50,91,0.1
1984,39,SEA,Danny Young,Wake Forest,10,PG,574,73,9536,984,2253,194,594,460,551,709,1674,507,37,472,536,2622,20.1
1984,41,DAL,Tom Sluby,Notre Dame,1,SG,31,0,151,30,58,0,2,13,21,12,16,3,0,11,18,73,0.2
1984,42,DEN,Willie White,Chattanooga,2,SG,82,4,577,126,292,10,32,40,54,80,82,23,4,55,48,302,0.3
1984,45,GSW,Gary Plummer,Boston University,2,PF,126,0,1439,198,460,1,7,134,187,307,66,29,25,128,268,531,0.2
1984,46,POR,Jerome Kersey,Longwood University,17,SF,1153,571,28115,4723,10166,58,288,2321,3364,6339,2134,1439,799,1583,3455,11825,69.6
1984,50,CLE,Ben McDonald,"University of California, Irvine",4,PF,176,75,3692,463,989,10,44,125,172,568,236,77,17,149,487,1061,2.5
1984,51,HOU,Jim Petersen,Minnesota,8,PF,491,208,9802,1371,2821,2,28,653,901,2354,487,213,363,662,1354,3397,13.6
1984,57,SAS,Joe Binion,North Carolina A&T,1,PF,11,0,51,4,10,0,0,6,10,18,1,2,2,3,5,14,0.1
1984,61,DAL,Jeff Cross,University of Maine,1,PF,21,0,128,6,24,0,0,14,25,30,1,2,3,6,38,26,-0.1
1984,62,UTA,David Pope,Norfolk State,2,SF,33,0,203,26,73,1,2,9,17,29,9,5,4,9,41,62,-0.1
1984,68,PHI,Butch Graves,Yale,1,SG,4,0,11,2,6,0,1,1,5,2,1,1,0,1,4,5,-0.1
1984,70,BOS,Rick Carlisle,Virginia,5,SG,188,1,1461,178,422,11,48,55,71,141,201,42,9,120,187,422,0.5
1984,71,IND,Ralph Jackson,UCLA,1,PG,1,0,12,1,3,0,0,0,0,1,4,2,0,1,1,2,0
1984,76,WSB,Jim Grandholm,South Florida,1,PF,26,0,168,30,58,9,17,10,21,50,8,2,8,11,33,79,0.4
1984,80,KCK,Carl Henry,Kansas,1,SG,28,0,149,31,67,4,10,12,17,19,4,5,0,9,11,78,0.2
1984,86,UTA,Jim Rowinski,Purdue,2,PF,23,0,127,15,36,0,0,27,32,34,5,1,2,10,19,57,0.3
1984,87,NYK,Bob Thornton,"University of California, Irvine",8,PF,283,30,3386,320,720,2,9,202,362,712,99,74,35,210,578,844,1.2
1984,90,SAS,Ozell Jones,Cal State Fullerton,2,C,70,6,906,106,182,0,1,33,83,240,56,32,58,64,144,245,1.2
1984,120,MIL,McKinley Singleton,UAB,1,PG,2,0,10,2,3,0,1,0,0,0,1,0,0,0,1,4,0
1984,133,NYK,Eddie Lee Wilkins,Gardner-Webb University,6,C,322,29,3787,596,1267,0,9,342,606,1002,62,82,60,288,609,1534,2.6
1984,140,IND,Kenton Edelin,Virginia,1,SF,10,1,143,4,13,0,0,3,8,26,10,5,4,3,39,11,0.1
1984,156,NYK,Ken Bannister,Saint Augustine's College,5,PF,253,71,3867,586,1202,0,4,329,669,893,111,109,80,347,669,1501,0.6
1984,185,IND,Brian Martin,Kansas,1,SF-PF,8,0,21,3,7,0,0,0,2,4,0,0,1,2,7,6,-0.1
1985,1,NYK,Patrick Ewing,Georgetown,17,C,1183,1122,40594,9702,19241,19,125,5392,7289,11607,2215,1136,2894,3537,4034,24815,126.5
1985,2,IND,Wayman Tisdale,Oklahoma,12,PF,840,534,23868,5338,10575,0,21,2202,2897,5117,1077,464,500,1407,2801,12878,45.6
1985,3,LAC,Benoit Benjamin,Creighton,15,C,807,614,21911,3588,7224,1,21,2046,2837,6063,1070,522,1581,1847,2292,9223,32.6
1985,4,SEA,Xavier McDaniel,Wichita State,12,SF,870,529,25201,5673,11685,74,283,2186,3046,5313,1775,791,416,1887,2557,13606,47.9
1985,5,ATL,Jon Koncak,SMU,11,C,784,379,16409,1444,3073,19,84,613,1027,3856,785,542,791,624,2474,3520,29.1
1985,6,SAC,Joe Kleine,Arkansas,15,C,965,204,14712,1902,4201,13,48,849,1069,3991,622,261,285,777,1988,4666,19.1
1985,7,GSW,Chris Mullin,St. John's,16,SF,986,822,32163,6740,13243,815,2120,3616,4178,4034,3450,1530,549,2315,2050,17911,93.1
1985,8,DAL,Detlef Schrempf,Washington,16,SF,1136,524,33597,5400,10995,475,1236,4486,5585,7023,3833,856,312,2268,3360,15761,109.5
1985,9,CLE,Charles Oakley,Virginia Union University,19,PF,1282,1159,40280,4835,10263,68,269,2679,3522,12205,3217,1351,384,2785,4421,12417,89.4
1985,10,PHO,Ed Pinckney,Villanova,12,PF,793,335,15698,1915,3577,0,18,1548,2024,3952,727,612,435,845,1531,5378,42.7
1985,11,CHI,Keith Lee,Memphis,3,PF,182,43,2907,456,1012,2,12,200,268,861,178,74,110,216,489,1114,3.8
1985,12,WSB,Kenny Green,Wake Forest,2,SF,60,0,625,108,262,0,1,49,68,101,16,9,11,50,61,265,-0.3
1985,13,UTA,Karl Malone,Louisiana Tech,19,PF,1476,1471,54852,13528,26210,85,310,9787,13188,14968,5248,2085,1145,4524,4578,36928,234.6
1985,14,SAS,Alfredrick Hughes,Loyola Chicago,1,SG,68,0,866,152,372,3,17,49,84,113,61,26,5,63,79,356,-0.5
1985,15,DEN,Blair Rasmussen,Oregon,8,C,532,282,11409,2248,4767,9,35,614,801,3006,467,210,484,460,1623,5119,19.1
1985,16,DAL,Bill Wennington,St. John's,13,C,720,88,9740,1379,3006,5,36,538,684,2148,440,226,248,440,1680,3301,17.6
1985,17,DAL,Uwe Blab,Indiana,5,C,235,34,1966,185,427,0,0,135,222,413,102,19,85,141,344,505,0.4
1985,18,DET,Joe Dumars,McNeese State University,14,SG,1018,944,35139,5994,13026,990,2592,3423,4059,2203,4612,902,83,2084,1826,16401,86.2
1985,19,HOU,Steve Harris,Tulsa,5,SG,207,29,2840,592,1363,1,20,255,303,365,238,116,29,169,265,1440,3.2
1985,20,BOS,Sam Vincent,Michigan State,7,PG,396,168,7527,1163,2591,16,88,764,885,819,1543,268,60,655,598,3106,10.8
1985,21,PHI,Terry Catledge,University of South Alabama,8,PF,515,379,13541,2576,5311,3,32,1365,2087,3314,459,285,99,886,1285,6520,20.9
1985,22,MIL,Jerry Reynolds,LSU,8,SF,443,118,8379,1420,3399,28,124,1168,1560,1317,904,486,250,718,677,4036,10.4
1985,23,LAL,A.C. Green,Oregon State,16,PF,1278,832,36552,4544,9202,124,489,3119,4250,9473,1400,1033,546,1434,2436,12331,99.4
1985,24,POR,Terry Porter,University of Wisconsin-Stevens Point,17,PG,1274,732,35354,5428,11734,1297,3360,3433,4107,3872,7160,1583,181,2666,2203,15586,110.4
1985,25,POR,Mike Smrek,Canisius,7,C,194,31,1890,211,489,0,2,132,214,422,49,37,150,138,417,554,0.6
1985,26,IND,Bill Martin,Georgetown,3,SF,84,0,860,168,374,0,9,61,75,136,58,30,9,74,129,397,0.3
1985,27,IND,Dwayne McClain,Villanova,1,SF,45,4,461,69,180,1,9,18,35,30,67,38,4,40,61,157,-0.3
1985,28,CHI,Ken Johnson,Michigan State,1,PF,64,0,815,113,214,0,0,37,85,243,19,13,22,59,147,263,0.8
1985,29,SAS,Mike Brittain,South Carolina,2,C,38,2,248,26,52,0,0,11,21,53,7,4,12,22,57,63,0
1985,31,WSB,Manute Bol,University of Bridgeport,10,C,624,133,11698,665,1635,43,205,226,403,2647,171,126,2086,451,1457,1599,12.2
1985,32,PHO,Nick Vanos,Santa Clara,2,C,68,14,842,88,230,0,2,46,82,240,59,21,28,68,128,222,-0.1
1985,33,PHI,Greg Stokes,Iowa,2,PF,42,13,384,57,128,0,1,16,23,62,17,14,11,22,64,130,0.3
1985,35,SAS,Tyrone Corbin,DePaul,16,SF,1065,458,27657,3918,8584,198,663,1732,2191,5046,1894,1228,270,1310,2627,9766,56.5
1985,36,NJN,Yvon Joseph,Georgia Tech,1,C,1,0,5,0,0,0,0,2,2,0,0,0,0,0,1,2,0
1985,37,UTA,Carey Scurry,Long Island University,3,SF,180,5,2376,320,666,8,32,199,299,524,192,182,143,195,376,847,5.3
1985,38,NJN,Fernando Mart?n,,1,C,24,0,146,9,31,0,1,4,11,28,9,7,1,20,24,22,-0.4
1985,40,DAL,Mark Acres,Oral Roberts,6,C,375,68,5982,514,1016,7,13,308,463,1525,180,137,104,235,932,1343,9.4
1985,41,ATL,Lorenzo Charles,NC State,1,SF,36,0,273,49,88,0,0,24,36,39,8,2,6,18,37,122,0.5
1985,43,DEN,Barry Stevens,Iowa State,1,SF,2,0,6,1,2,0,0,0,0,2,0,0,0,0,1,2,0
1985,44,PHI,Voise Winters,Bradley,1,SF,4,0,17,3,13,0,1,0,0,3,0,1,0,2,1,6,-0.1
1985,45,CLE,Hot Rod Williams,Tulane,13,PF,887,518,26327,3688,7681,2,19,2406,3315,5998,1592,746,1456,1208,2253,9784,70.6
1985,46,CHI,Adrian Branch,Maryland,4,SF,130,7,1429,331,727,9,39,163,219,253,96,83,17,125,193,834,2.1
1985,47,NYK,Gerald Wilkins,Chattanooga,13,SG,900,653,26084,4754,10564,418,1322,1810,2429,2646,2697,907,208,1687,1853,11736,33.9
1985,49,GSW,Brad Wright,UCLA,2,PF,16,0,145,21,51,0,1,12,28,54,1,3,6,15,23,54,-0.1
1985,54,HOU,Sam Mitchell,Mercer University,13,SF,994,322,22257,3220,7206,65,292,2131,2719,3711,1089,548,301,838,2509,8636,41.7
1985,59,ATL,Sedric Toney,Dayton,5,PG,112,9,1410,139,381,31,91,100,128,98,235,48,1,114,159,409,-2.77556E-17
1985,61,POR,Perry Young,Virginia Tech,1,SG,9,0,72,6,21,0,0,1,2,8,7,5,1,4,14,13,-0.1
1985,63,DAL,Harold Keeling,Santa Clara,1,SG,20,0,75,17,39,0,0,10,14,6,10,7,0,7,9,44,0.1
1985,66,SAC,Michael Adams,Boston College,11,PG,653,510,20446,3257,7849,949,2857,2158,2543,1900,4209,1081,67,1402,1193,9621,47
1985,69,CHI,Mike Brown,George Washington,11,C,626,112,10961,1126,2476,1,8,877,1271,2762,424,253,169,643,1372,3130,15.8
1985,73,NYK,Fred Cofield,Eastern Michigan,2,PG,50,1,496,77,195,3,16,12,20,51,86,22,3,50,66,169,-0.5
1985,75,SEA,Alex Stivrins,Colorado,2,PF-SF,22,0,90,20,43,0,2,4,8,22,4,2,2,10,13,44,-0.1
1985,79,CLE,Mark Davis,Old Dominion,1,SF,33,0,258,49,102,1,10,28,34,37,14,13,5,12,39,127,0.7
1985,82,SAS,Scott Roth,Wisconsin,3,SF,160,6,1798,248,661,23,79,232,318,204,186,87,11,136,250,751,1.1
1985,83,UTA,Delaney Rudd,Wake Forest,4,PG,239,3,2357,317,768,45,175,137,180,184,519,74,4,250,244,816,0.7
1985,84,ATL,John Battle,Rutgers University,10,SG,612,62,10910,2054,4430,62,227,1168,1472,824,1257,273,43,659,874,5338,17.8
1985,87,DET,Spud Webb,NC State,12,PG,814,429,20288,2903,6421,320,1018,1946,2296,1742,4342,922,111,1623,1638,8072,40.2
1985,89,DEN,Pete Williams,Arizona,2,PF,58,11,583,68,113,0,0,17,40,147,15,19,23,20,69,153,1.4
1985,90,PHI,Derrick Gervin,Texas-San Antonio,2,PF,77,4,1082,257,591,7,31,155,203,175,38,39,26,57,135,676,2.1
1985,91,MIL,Cozell McQueen,NC State,1,PF,3,0,7,3,3,0,0,0,0,8,0,0,1,0,1,6,0.1
1985,92,LAL,Dexter Shouse,University of South Alabama,1,PG,3,0,18,0,4,0,1,0,0,0,2,1,1,2,2,0,-0.1
1985,139,BOS,Ralph Lewis,La Salle,3,SG,99,0,672,89,215,1,4,50,89,118,29,25,7,45,67,229,-0.1
1985,144,SEA,Michael Phelps,Alcorn State,3,SG,132,24,1372,195,469,2,22,78,122,141,138,71,3,96,147,470,0.3
1985,148,PHO,Georgi Glouchkov,,1,PF,49,16,772,84,209,1,1,70,122,163,32,26,25,76,124,239,-0.5
1985,160,MIL,Mario Elie,American International College,11,SF,732,395,18654,2123,4492,574,1572,1445,1692,2017,1875,671,129,960,1438,6265,48.8
1986,1,CLE,Brad Daugherty,UNC,8,C,548,546,20029,3823,7189,2,14,2741,3670,5227,2028,422,397,1511,1466,10389,65.1
1986,3,GSW,Chris Washburn,NC State,2,C,72,2,645,93,226,0,1,36,82,176,22,11,16,56,80,222,-0.6
1986,4,IND,Chuck Person,Auburn,13,SF,943,622,28941,5576,12176,1220,3370,1486,2056,4763,2645,683,197,1952,2565,13858,38.8
1986,5,NYK,Kenny Walker,Kentucky,7,SF,448,160,9050,1240,2556,7,34,641,856,1793,299,235,299,351,1184,3128,17.8
1986,6,PHO,William Bedford,Memphis,6,C,238,30,2514,405,974,7,22,147,243,573,109,37,126,173,358,964,0.8
1986,7,DAL,Roy Tarpley,Michigan,6,PF,280,57,7476,1457,3014,6,34,613,824,2803,292,317,329,557,950,3533,19.8
1986,8,CLE,Ron Harper,Miami University,15,SG,1009,967,31199,5326,11946,523,1811,2735,3799,4309,3916,1716,729,2251,2324,13910,65.8
1986,9,CHI,Brad Sellers,Ohio State,6,PF,398,123,7154,1026,2268,6,30,451,569,1064,435,137,246,335,678,2509,9.8
1986,10,SAS,Johnny Dawkins,Duke,9,PG,541,303,14859,2361,5175,180,545,1082,1262,1336,2997,618,29,1108,837,5984,21.8
1986,11,DET,John Salley,Georgia Tech,11,PF,748,228,16524,1871,3697,3,14,1483,2076,3356,916,451,983,949,2399,5228,41.5
1986,12,WSB,John Williams,LSU,8,SF,435,87,10952,1769,3921,65,289,803,1140,2201,1262,566,184,684,1020,4406,19.9
1986,13,NJN,Pearl Washington,Syracuse,3,PG,194,79,4044,666,1472,16,87,312,418,370,733,256,15,438,448,1660,1.9
1986,14,POR,Walter Berry,St. John's,3,SF,205,132,4863,1201,2227,1,5,479,751,971,292,122,151,404,586,2882,8.1
1986,15,UTA,Dell Curry,Virginia Tech,16,SG,1083,99,23549,5090,11146,1245,3098,1245,1476,2617,1909,985,238,1299,1795,12670,41.4
1986,16,DEN,Maurice Martin,Saint Joseph's,2,SF,69,0,422,74,196,4,19,52,87,65,49,19,9,43,69,204,-0.2
1986,17,SAC,Harold Pressley,Villanova,4,SF,299,118,6802,1075,2458,208,581,344,442,1339,628,275,188,410,670,2702,10
1986,18,DEN,Mark Alarie,Duke,5,PF,325,41,5500,1037,2184,34,135,324,418,1120,363,132,109,309,712,2432,8.3
1986,19,ATL,Billy Thompson,Louisville,6,SF,300,149,6697,1074,2128,2,13,416,617,1615,514,158,272,529,817,2566,9.6
1986,20,HOU,Buck Johnson,Alabama,7,SF,505,296,11849,1922,3942,7,62,766,1038,1760,856,404,252,664,1403,4617,20.7
1986,21,WSB,Anthony Jones,UNLV,3,SG,164,4,1704,234,595,15,49,111,150,214,119,85,38,96,176,594,0.8
1986,22,MIL,Scott Skiles,Michigan State,10,PG,600,371,16789,2290,5259,524,1381,1548,1741,1526,3881,500,29,1497,1343,6652,30.6
1986,24,POR,Arvydas Sabonis,,7,C,470,314,11375,2082,4160,136,415,1329,1690,3436,964,370,494,837,1290,5629,47.1
1986,25,DAL,Mark Price,Georgia Tech,12,PG,722,578,21560,3939,8345,976,2428,2135,2362,1848,4863,860,76,1790,964,10989,71.1
1986,26,IND,Greg Dreiling,Kansas,10,C,474,94,4241,375,803,3,9,261,402,1018,186,82,137,250,923,1014,4.2
1986,27,DET,Dennis Rodman,Southeastern Oklahoma State University,14,PF,911,573,28839,2766,5310,82,355,1069,1832,11954,1600,611,531,1484,2843,6683,89.8
1986,28,CHI,Larry Krystkowiak,Montana,9,PF,420,134,9097,1294,2830,5,36,832,1046,2051,513,264,62,522,1048,3425,15.7
1986,29,CLE,Johnny Newman,Richmond,16,SF,1159,512,28435,4456,9671,600,1786,3228,3984,2536,1688,1064,246,1656,3199,12740,50.1
1986,30,SEA,Nate McMillan,NC State,12,PG,796,373,20462,1833,4136,298,870,769,1183,3222,4893,1544,356,1486,2408,4733,50.2
1986,32,ATL,Cedric Henderson,Georgia,1,PF,8,0,16,4,8,0,0,3,3,8,0,0,0,4,2,11,0
1986,33,SAS,Kevin Duckworth,Eastern Illinois University,11,C,684,527,17462,3216,6870,5,24,1648,2239,3945,598,329,316,1237,2195,8085,24.9
1986,34,SAC,Johnny Rogers,"University of California, Irvine",2,PF,69,15,636,116,246,0,7,19,28,104,29,13,11,30,89,251,0.4
1986,35,DAL,Milt Wagner,Louisville,2,SG,53,5,496,86,204,8,27,35,40,35,76,8,7,34,56,215,0.4
1986,39,PHO,Rafael Addison,Syracuse,6,SF,379,54,5697,920,2047,69,245,277,359,780,339,148,83,284,671,2186,4.9
1986,41,DEN,Otis Smith,Jacksonville University,6,SG,375,102,7720,1540,3384,47,187,824,1082,1416,690,377,188,559,804,3951,12.3
1986,43,HOU,Dave Feitl,Texas-El Paso,5,C,275,58,3001,471,1089,0,9,250,333,815,125,46,46,234,439,1192,1.5
1986,44,PHI,David Wingate,Georgetown,15,SG,740,218,13243,1690,3798,79,290,707,958,1420,1376,597,122,853,1249,4166,11.8
1986,45,MIL,Keith Smith,Loyola Marymount,1,SG,42,4,461,57,150,3,9,21,28,32,43,25,3,30,74,138,0
1986,46,PHO,Jeff Hornacek,Iowa State,14,SG,1077,910,33964,5929,11957,828,2055,2973,3390,3646,5281,1536,226,1971,2364,15659,108.9
1986,47,NYK,Michael Jackson,Georgetown,3,PG,89,0,888,76,206,9,33,27,40,70,198,28,5,66,96,188,-0.2
1986,48,SAS,Forrest McKenzie,Loyola Marymount,1,SF,6,0,42,7,28,1,2,2,2,7,1,1,0,3,9,17,-0.2
1986,50,CLE,Kevin Henderson,Cal State Fullerton,2,SG,22,2,235,24,61,0,1,17,28,24,34,9,0,21,35,65,-0.2
1986,51,GSW,Mike Williams,Bradley,1,PF-SF,21,0,102,6,18,0,1,3,6,23,2,3,7,3,30,15,0
1986,52,CHI,Ricky Wilson,George Mason,1,PG,24,1,420,43,110,10,26,29,40,27,69,23,3,25,40,125,0.3
1986,53,SEA,Tod Murphy,"University of California, Irvine",5,PF,191,81,4071,396,872,18,62,239,352,941,183,113,88,112,382,1049,8.1
1986,54,LAC,Dwayne Polee,Pepperdine,1,SG,1,0,6,1,4,0,3,0,0,0,0,1,0,1,3,2,0
1986,55,PHO,Kenny Gattison,Old Dominion,9,PF,494,130,9927,1536,2956,1,12,850,1309,2327,444,290,327,602,1419,3923,17
1986,57,SAC,Bruce Douglas,Illinois,1,SG,8,1,98,7,24,0,1,0,4,14,17,9,0,9,9,14,-0.2
1986,58,WSB,Dave Henderson,Duke,1,SG,22,1,351,47,116,0,1,32,47,35,34,12,5,40,41,126,-0.4
1986,60,POR,Dra?en Petrovi?,,4,SG,290,149,7669,1705,3369,255,583,796,946,669,701,265,27,596,751,4461,21.4
1986,61,UTA,John Shasky,Minnesota,3,C,136,4,1505,176,378,0,2,165,252,379,34,29,35,75,179,517,2.5
1986,65,ATL,Dave Hoppen,Nebraska,6,C,169,46,2401,326,629,1,5,184,245,647,100,43,29,138,389,837,3.5
1986,66,HOU,Anthony Bowie,Oklahoma,8,SG,461,87,8349,1247,2628,67,211,384,466,1021,840,288,106,478,711,2945,12.2
1986,67,PHI,Ron Rowan,St. John's,1,SG,7,0,16,4,9,1,1,3,4,1,1,4,0,3,1,12,0
1986,69,LAL,Andre Turner,Memphis,6,PG,170,4,2523,307,727,14,59,139,182,263,535,137,3,212,205,767,1.8
1986,70,ATL,Jim Les,Bradley,7,PG,321,13,4222,372,938,196,495,270,330,396,930,169,20,295,421,1210,8.1
1986,74,CHI,Scott Meents,Illinois,2,PF,39,0,201,26,72,1,1,19,27,40,15,11,7,15,17,72,0.1
1986,77,PHO,Grant Gondrezick,Pepperdine,2,SG,91,1,1080,173,395,7,28,101,147,146,115,38,5,73,127,454,0.8
1986,85,DAL,Myron Jackson,Little Rock,1,PG,8,0,22,2,9,0,0,7,8,3,6,1,0,5,1,11,0
1986,89,HOU,Conner Henry,UC Santa Barbara,2,SG,93,2,756,108,286,33,87,56,74,83,102,21,6,65,71,305,0.1
1986,95,IND,Richard Rellford,Michigan,1,SF,4,0,42,5,8,0,0,6,8,7,1,0,3,4,3,16,0
1986,97,GSW,Clinton Smith,Cleveland State University,2,SG,46,0,386,52,121,0,2,30,42,60,49,14,1,27,39,134,0.3
1986,99,SEA,Dominic Pressley,Boston College,1,PG,13,0,124,9,31,0,2,5,9,15,26,4,0,11,11,23,-0.2
1986,100,LAC,Steffond Johnson,San Diego State,1,PF,29,0,234,27,64,0,3,20,38,43,5,9,2,18,55,74,-0.2
1986,120,CHI,Pete Myers,Little Rock,9,SG,377,100,6039,660,1568,32,146,452,677,671,807,263,76,465,681,1804,5.7
1986,122,SEA,Curtis Kitchen,South Florida,1,PF,6,0,31,3,6,0,1,3,4,9,1,2,3,0,4,9,0.1
1986,124,LAC,Tim Kempton,Notre Dame,8,PF,280,20,3758,458,953,0,3,343,507,795,307,121,44,289,603,1259,3.3
1986,133,DEN,Anthony Frederick,Pepperdine,3,SF,147,29,1640,291,663,6,22,130,186,280,135,76,45,132,200,718,0.7
1986,134,ATL,Alexander Volkov,,2,C,149,31,2453,388,853,48,144,195,318,384,333,102,52,154,344,1019,4.4
1987,1,SAS,David Robinson,United States Naval Academy,14,C,987,985,34271,7365,14221,25,100,6035,8201,10497,2441,1388,2954,2417,2835,20790,178.8
1987,2,PHO,Armen Gilliam,UNLV,13,PF,929,527,26421,4838,9895,0,17,3024,3896,6401,1088,676,607,1722,2009,12700,58.1
1987,3,NJN,Dennis Hopson,Ohio State,5,SG,334,119,7509,1375,3193,61,225,822,1074,939,539,319,159,548,672,3633,7.1
1987,4,LAC,Reggie Williams,Georgetown,10,SF,599,396,16013,2992,6848,373,1253,1151,1468,2393,1492,802,407,1051,1920,7508,26.1
1987,5,SEA,Scottie Pippen,University of Central Arkansas,17,SF,1178,1053,41069,7420,15700,978,3002,3122,4437,7494,6135,2307,947,3257,3329,18940,125.1
1987,6,SAC,Kenny Smith,UNC,10,PG,737,650,22213,3527,7352,664,1665,1679,2026,1454,4073,759,65,1649,1185,9397,46.9
1987,7,CLE,Kevin Johnson,California,12,PG,735,623,25061,4512,9160,160,524,3943,4691,2404,6711,1082,176,2258,1541,13127,93
1987,8,CHI,Olden Polynice,Virginia,15,C,1058,658,24884,3557,7037,5,26,1146,2141,7110,744,516,651,1170,2835,8265,46.9
1987,9,SEA,Derrick McKey,Alabama,15,SF,937,639,27229,3908,8048,203,642,2247,2885,4387,2254,1072,611,1713,2700,10266,61.7
1987,10,CHI,Horace Grant,Clemson,17,PF,1165,1037,38621,5439,10695,4,63,2114,3053,9443,2575,1143,1136,1303,2832,12996,118
1987,11,IND,Reggie Miller,UCLA,18,SG,1389,1304,47619,8241,17499,2560,6486,6237,7026,4182,4141,1505,299,2409,2730,25279,174.5
1987,12,WSB,Muggsy Bogues,Wake Forest,14,PG,889,556,25429,2845,6210,106,381,1062,1284,2318,6726,1369,39,1433,1582,6858,54.1
1987,13,LAC,Joe Wolf,UNC,11,C,592,127,9636,1068,2523,18,110,331,430,1933,596,257,131,509,1279,2485,3.5
1987,14,GSW,Tellis Frank,Western Kentucky,5,PF,264,81,4703,639,1456,0,4,432,583,1022,276,158,95,326,795,1710,4.1
1987,15,UTA,Jos? Ortiz,Oregon State,2,PF,64,15,391,74,167,1,3,34,57,73,18,10,8,41,55,183,0
1987,16,PHI,Chris Welp,Washington,3,C,109,3,1173,140,314,0,1,79,116,265,43,34,54,66,259,359,1
1987,17,POR,Ronnie Murphy,Jacksonville University,1,SF,18,0,89,14,49,1,4,7,11,11,6,5,1,8,14,36,-0.2
1987,18,NYK,Mark Jackson,St. John's,17,PG,1296,1092,39121,4793,10731,734,2213,2169,2818,4963,10334,1608,117,3155,2230,12489,91.5
1987,19,LAC,Ken Norman,Illinois,10,SF,646,441,18992,3737,7695,231,741,1012,1786,3949,1355,517,431,1173,1483,8717,27.1
1987,20,DAL,Jim Farmer,Alabama,5,SG,136,1,1454,275,643,22,78,143,196,186,111,42,4,118,164,715,0.7
1987,21,ATL,Dallas Comegys,DePaul,2,PF,142,27,2241,322,704,0,3,212,311,452,95,78,133,201,335,856,1.1
1987,22,BOS,Reggie Lewis,Northeastern University,6,SG,450,352,14676,3198,6550,27,135,1479,1794,1938,1153,569,417,708,1268,7902,38.9
1987,23,SAS,Greg Anderson,Houston,10,PF,680,315,14040,2011,4090,2,23,929,1668,4246,385,480,590,926,1741,4953,18.6
1987,25,NYK,Ron Moore,West Virginia State University,1,C,14,0,59,9,29,0,0,6,8,8,1,5,0,4,21,24,-0.1
1987,26,DAL,Steve Alford,Indiana,4,PG,169,3,1641,291,634,35,108,127,146,144,176,85,10,89,113,744,3.2
1987,27,SAS,Nate Blackwell,Temple,1,PG,10,0,112,15,41,2,11,5,6,6,18,3,0,8,16,37,-0.1
1987,28,CHI,Rickie Winslow,Houston,1,SF,7,0,45,3,13,0,1,1,2,7,2,1,0,4,9,7,-0.2
1987,30,POR,Nikita Wilson,LSU,1,SF,15,0,54,7,23,0,0,5,6,11,3,0,0,5,7,19,-0.1
1987,31,DEN,Andre Moore,Loyola Chicago,1,PF-SF,10,0,50,9,27,0,0,6,8,14,6,2,1,4,6,24,0
1987,32,MIL,Bob McCann,Morehead State University,5,SF,178,7,2385,296,618,1,5,146,253,468,104,80,79,134,349,739,2.1
