name,code,year,tpa,ab,h
유재신,76368,2017,20,18,4
이성규,66409,2017,20,17,2
신용수,69508,2019,20,20,2
이인행,60648,2019,20,16,3
하주석,62700,2019,20,19,5
한준수,68646,2019,20,20,6
홍재호,60605,2019,20,19,4
김성관,80010,1984,19,18,4
김명구,83700,1986,19,16,2
김현택,80034,1986,19,15,1
최광묵,80539,1986,19,18,3
최무영,80560,1986,19,17,5
김성수,80012,1987,19,18,4
정성룡,84450,1987,19,18,4
김한조,80033,1988,19,16,2
우경하,85580,1988,19,19,2
정재훈,80500,1991,19,18,6
김성기,91067,1992,19,17,6
주경업,91333,1993,19,18,3
최규하,93150,1993,19,17,3
구한성,92609,1994,19,14,3
김선섭,96804,1996,19,18,4
김승관,95468,1997,19,17,2
김재걸,95409,1997,19,17,3
최철민,95650,1997,19,16,3
김광현,94233,1998,19,18,2
김윤일,98200,1998,19,17,2
전형도,94706,1998,19,16,3
조현,95103,1998,19,18,3
오충원,98829,1999,19,14,1
권오현,71509,2001,19,18,2
장성국,97424,2001,19,16,3
조승현,97335,2001,19,18,5
문희성,97219,2002,19,16,2
강석천,89778,2003,19,18,3
조승현,97335,2003,19,19,3
최익성,94426,2004,19,16,2
김승관,95468,2005,19,14,2
김우석,72108,2005,19,18,2
김동영,75739,2007,19,16,3
문규현,72546,2007,19,18,1
안치용,72161,2007,19,18,4
이강서,77600,2007,19,16,0
이호신,77648,2009,19,16,1
김회성,79705,2010,19,17,0
최훈락,75608,2013,19,18,2
안정광,60865,2015,19,19,2
허웅,72324,2015,19,17,5
김인태,63257,2016,19,18,3
주효상,66354,2016,19,18,4
김민수,67504,2017,19,17,3
이성곤,64266,2018,19,16,3
김준완,63920,2019,19,16,4
이대형,73153,2019,19,14,2
백동훈,63559,2020,19,16,3
도이석,85701,1986,18,13,2
김명구,83700,1987,18,16,2
정태관,80501,1988,18,18,3
배훈,94663,1994,18,16,2
최규하,93150,1994,18,18,2
최해식,90020,1994,18,16,5
김경하,93136,1995,18,16,2
김광현,94233,1995,18,17,3
김태동,92608,1995,18,16,3
전종화,87570,1995,18,18,4
박지환,92512,1996,18,17,3
이도형,93225,1996,18,18,4
김광현,94233,1997,18,16,3
김정민,93112,1997,18,18,4
송인호,91809,1997,18,16,1
이희성,89321,1997,18,17,3
장용대,93349,1997,18,17,3
김경진,99614,1999,18,16,5
엄정대,98569,2000,18,15,4
김현민,96825,2002,18,18,3
서한규,98504,2003,18,16,3
채상병,72742,2004,18,14,3
고영민,72214,2005,18,17,2
문규현,72546,2009,18,18,3
윤정우,61652,2011,18,16,1
정보명,73513,2011,18,16,2
김헌곤,61404,2012,18,18,2
이천웅,61186,2012,18,14,3
백동훈,63559,2013,18,18,2
김재민,63125,2014,18,16,1
배영섭,79465,2015,18,16,6
양종민,79530,2015,18,16,2
박윤,77848,2017,18,16,5
고명성,68069,2019,18,16,2
김대한,69238,2019,18,15,0
박지규,65136,2019,18,11,1
임지열,64340,2019,18,15,2
강태율,65514,2020,18,11,5
김영환,63448,2020,18,16,0
김재현,64499,2020,18,14,2
김주찬,70410,2020,18,18,6
박정환,82432,1983,17,15,3
김한근,82410,1985,17,13,4
장정기,80201,1985,17,15,3
탁재원,80589,1985,17,14,4
이성근,80093,1986,17,17,3
고정식,88571,1988,17,16,8
박선일,89730,1989,17,16,3
김진한,89310,1990,17,17,6
박성훈,89131,1990,17,14,1
임경택,86571,1991,17,13,1
계기범,93339,1993,17,15,4
김정규,92210,1994,17,16,2
이동채,90522,1994,17,16,3
이태환,92514,1994,17,15,2
정성룡,84450,1995,17,15,2
배정훈,96542,1996,17,17,5
유필선,96513,1996,17,14,6
황성관,97400,1998,17,16,3
이호성,90658,2001,17,16,4
오우진,71638,2002,17,16,4
김원섭,71207,2003,17,13,2
조정권,71463,2003,17,16,3
강인권,95712,2006,17,16,4
조평호,74358,2008,17,15,1
손지환,97103,2009,17,16,3
박윤,77848,2011,17,15,3
모상기,76469,2012,17,16,1
고영민,72214,2013,17,14,4
김동건,71806,2013,17,16,2
오재필,75736,2013,17,16,2
이정식,74402,2013,17,17,4
허준,75344,2013,17,16,2
엄태용,62748,2014,17,17,3
진갑용,97202,2014,17,17,7
김기현,77869,2016,17,16,3
오현근,78850,2016,17,15,3
지재옥,62302,2016,17,13,3
최윤석,60805,2016,17,16,2
김혜성,67304,2017,17,16,3
서상우,62164,2017,17,13,1
황윤호,62908,2017,17,15,2
박정음,62353,2018,17,16,1
정진기,61869,2019,17,16,3
박재욱,64100,2020,17,15,4
이군노,80084,1986,16,14,2
김봉기,82776,1987,16,14,2
김용희,80020,1989,16,16,1
이홍식,80113,1989,16,15,0
박병호,89630,1990,16,15,0
송명철,89273,1990,16,15,2
김민재,91523,1991,16,15,2
김병두,90611,1992,16,15,1
유태영,92812,1992,16,15,1
최찬욱,94403,1994,16,16,0
박석안,96213,1996,16,15,2
박준태,89331,1996,16,14,1
조규철,93525,1996,16,15,3
구한성,92609,1997,16,16,3
김대헌,96725,1997,16,16,5
강대호,97754,1998,16,15,3
신진수,94749,1998,16,14,2
이재주,92304,1999,16,15,1
정수성,97350,2000,16,16,4
정수성,97350,2001,16,15,4
정수성,97350,2002,16,13,2
조민철,72623,2002,16,14,3
백대운,73246,2003,16,15,1
조윤채,70723,2004,16,16,1
장일현,99607,2005,16,15,2
최훈락,75608,2007,16,15,2
전민수,78361,2008,16,14,0
최주환,76267,2008,16,15,4
허준,75344,2008,16,16,4
곽용섭,73455,2009,16,15,3
박도현,72154,2009,16,14,5
이종열,91015,2009,16,15,3
이성우,71184,2010,16,16,4
박경완,92809,2011,16,15,2
유재웅,72220,2011,16,13,2
안정광,60865,2012,16,15,4
오준혁,61743,2012,16,15,2
성의준,62406,2013,16,15,4
최승환,70122,2013,16,14,1
노진혁,62931,2014,16,16,3
현재윤,72427,2014,16,15,8
홍명찬,76854,2014,16,16,1
홍재호,60605,2016,16,13,1
이현동,62499,2017,16,16,3
이영욱,78467,2018,16,16,2
장승현,63202,2018,16,13,5
정경운,66716,2018,16,15,1
정병곤,61104,2018,16,15,1
이창열,64706,2019,16,13,2
최경모,69802,2019,16,16,1
김성민,50848,2020,16,14,4
문주모,80038,1982,15,14,1
홍순만,80615,1982,15,13,1
김동재,83411,1983,15,14,1
박정환,82432,1984,15,15,3
정인교,97678,1984,15,15,1
최정우,40003,1984,15,14,0
차영석,80538,1989,15,11,0
양회열,91113,1991,15,15,2
오명종,93670,1993,15,15,2
이민호,93645,1993,15,12,0
김명호,94255,1994,15,15,2
김정윤,93751,1994,15,14,1
이동수,93494,1994,15,14,3
최동창,86240,1994,15,10,2
최형현,91449,1994,15,15,0
박종일,95557,1995,15,15,2
전봉석,90550,1995,15,13,3
전상렬,91465,1995,15,15,4
박상현,91778,1996,15,14,3
엄종수,96742,1996,15,14,1
박준태,89331,1998,15,12,3
조규철,93525,1999,15,12,1
장재명,70806,2000,15,13,1
김일경,97300,2001,15,15,2
윤현식,70148,2001,15,13,1
장광호,92303,2001,15,13,2
김재구,72850,2002,15,14,6
강봉규,70224,2003,15,13,3
최동락,73666,2003,15,14,2
조인신,73567,2004,15,14,0
정원석,70240,2005,15,13,2
임수민,96766,2006,15,13,2
강정호,76325,2007,15,15,2
백진우,60100,2010,15,12,0
안경현,92207,2010,15,13,2
이여상,76435,2010,15,14,3
김사훈,61591,2012,15,15,4
김상호,62559,2012,15,12,2
유재혁,61604,2013,15,11,1
박윤,77848,2014,15,15,4
모상기,76469,2015,15,13,3
최정민,62893,2015,15,13,4
김웅빈,65898,2016,15,14,6
박대온,64944,2016,15,15,6
이대수,72860,2016,15,12,0
장준원,64115,2016,15,13,1
양종민,79530,2018,15,14,4
허일,61566,2018,15,14,5
홍현빈,67005,2018,15,13,3
김영환,63448,2019,15,14,1
이정훈,67644,2019,15,14,4
이진영,66657,2019,15,15,2
최윤석,60805,2019,15,12,3
송우현,65362,2020,15,12,0
정문섭,80203,1983,14,13,1
허운,80612,1983,14,13,4
김광윤,88710,1988,14,13,2
오효근,88773,1988,14,14,1
이성근,80093,1988,14,13,5
오효근,88773,1989,14,10,3
강형석,90212,1990,14,13,1
박일현,91403,1991,14,13,4
장주덕,90480,1991,14,13,4
강진규,94532,1992,14,13,2
김정준,92905,1992,14,14,2
박상현,91778,1994,14,14,2
정회열,90660,1995,14,14,2
이용주,95316,1996,14,13,4
최희창,91624,1996,14,11,2
나광호,95573,1997,14,14,1
김재덕,91112,1998,14,13,4
정호진,93502,1998,14,12,3
김실,94408,2000,14,13,5
장용대,93349,2000,14,14,3
김영진,95422,2001,14,11,2
전형도,94706,2001,14,12,2
김재학,71150,2002,14,13,2
송수근,73853,2004,14,13,2
이시온,73564,2004,14,12,1
권민성,71650,2005,14,13,3
신동주,91470,2006,14,13,1
유선정,76322,2008,14,13,1
이성우,71184,2009,14,13,3
류은재,76656,2011,14,13,4
권영준,79565,2012,14,13,3
김종호,77454,2012,14,12,3
김지성,62007,2012,14,13,1
유재웅,72220,2012,14,13,2
이민재,61194,2012,14,14,1
김태우,62927,2013,14,13,0
고종욱,61353,2014,14,12,0
이희근,78739,2014,14,13,3
임태준,77326,2014,14,12,1
노수광,63704,2015,14,12,1
이상훈,60724,2016,14,12,1
장시윤,63360,2016,14,10,2
강상원,66710,2017,14,14,3
김성윤,67449,2017,14,12,1
조용호,64868,2018,14,13,1
김재현,76869,2020,14,14,2
정인교,97678,1985,13,12,1
김성수,80012,1986,13,10,1
이재주,92304,1992,13,12,3
김종성,93243,1993,13,12,6
이영재,91416,1993,13,13,2
조병일,92907,1994,13,12,2
김경호,95451,1996,13,11,2
김성,94845,1996,13,10,2
김훈,93612,1997,13,12,3
염경엽,91350,1997,13,12,0
이동욱,97515,1997,13,12,1
조효상,96704,1997,13,12,5
허유신,96343,1998,13,13,1
문희성,97219,1999,13,12,4
조성환,99543,1999,13,10,4
박재용,91608,2000,13,11,2
조효상,96704,2000,13,11,2
안희봉,98369,2001,13,12,3
최경환,70117,2001,13,12,0
고영민,72214,2003,13,13,3
김우석,72108,2008,13,10,3
이명기,76849,2008,13,12,3
강병수,79720,2009,13,11,0
홍명찬,76854,2011,13,11,2
윤진호,79198,2012,13,12,1
이종환,60667,2012,13,13,5
박헌도,79356,2013,13,12,1
김도현,61360,2014,13,12,1
유서준,64890,2015,13,12,1
윤진호,79198,2015,13,12,1
김민준,63339,2016,13,12,1
나성용,61742,2016,13,12,2
이재율,66968,2016,13,13,2
오준혁,61743,2017,13,12,3
우동균,78454,2017,13,12,0
오윤석,64504,2018,13,12,2
황경태,66207,2018,13,13,3
김응민,60288,2019,13,13,3
이유찬,67207,2019,13,13,3
고장혁,63636,2020,13,13,3
도태훈,66965,2020,13,11,2
김종근,80028,1983,12,10,2
박철영,96172,1983,12,12,4
이성수,80095,1983,12,12,1
허운,80612,1984,12,10,2
김진근,80029,1985,12,12,2
안대환,87270,1987,12,10,2
박현영,87230,1988,12,12,1
정학수,80502,1988,12,11,1
강종필,89478,1990,12,11,1
유충돌,90580,1990,12,12,2
구윤,86472,1991,12,11,3
이종옥,89420,1991,12,12,0
김기홍,80005,1993,12,11,4
김성,94845,1994,12,12,1
조연제,94252,1994,12,9,2
전봉석,90550,1997,12,10,2
지화선,93720,1997,12,11,4
박재벌,92612,1998,12,9,1
이정훈,98334,1999,12,9,3
지승준,96653,1999,12,11,2
이동욱,97515,2001,12,9,1
정진식,94724,2001,12,11,1
김승관,95468,2002,12,11,2
송혁,72765,2002,12,10,1
이종민,91210,2002,12,11,1
조정권,71463,2002,12,12,2
박경진,99544,2003,12,12,2
윤형국,72852,2004,12,12,0
이대형,73153,2004,12,11,1
박경진,99544,2005,12,12,2
이계성,96468,2005,12,11,1
이양기,73725,2005,12,11,5
김문호,76509,2006,12,10,3
김주호,73604,2006,12,12,2
윤승균,75266,2006,12,11,2
추경식,76556,2006,12,10,1
류은재,76656,2007,12,12,4
이창섭,60304,2010,12,12,2
김헌곤,61404,2011,12,12,1
신현철,76304,2011,12,9,0
이승주,74346,2011,12,11,2
이인구,73563,2012,12,12,2
이호신,77648,2012,12,10,1
지재옥,62302,2013,12,10,0
김상훈,70612,2014,12,10,1
김응민,60288,2014,12,10,2
김주현,77669,2014,12,12,2
이현곤,72606,2014,12,11,1
박성준,65120,2015,12,10,2
송성문,65357,2015,12,12,3
지성준,64717,2015,12,12,3
김영환,63448,2016,12,12,2
박윤,77848,2016,12,11,1
임석진,66833,2016,12,11,2
황윤호,62908,2016,12,12,1
신진호,67944,2017,12,12,1
정현석,78745,2017,12,12,0
채상현,66302,2017,12,10,3
김동욱,77462,2018,12,11,1
오영수,68904,2018,12,15,2
류형우,64164,2019,12,11,2
장운호,63700,2019,12,10,1
김수환,68346,2020,12,11,2
백승민,64410,2020,12,9,0
이철성,94495,1983,11,10,3
구재서,82243,1984,11,7,1
홍희섭,80619,1984,11,11,5
임정면,80116,1985,11,10,1
김경표,83799,1986,11,9,1
김영신,80017,1986,11,11,1
정종현,82005,1987,11,10,2
송영운,80056,1988,11,10,0
정국헌,87550,1988,11,11,2
김일환,80024,1989,11,11,1
이상대,92816,1989,11,8,0
김성재,90414,1990,11,11,2
김석연,91708,1992,11,10,2
김종갑,87410,1992,11,9,0
신일호,92712,1992,11,10,0
김경수,91838,1993,11,11,3
박종호,94444,1994,11,11,2
장재중,94843,1994,11,11,1
진상봉,90768,1995,11,7,1
하상도,95837,1995,11,10,1
김경하,93136,1996,11,10,1
이전진,92206,1996,11,11,3
장재중,94843,1996,11,10,1
최희창,91624,1997,11,11,2
조은진,98248,1998,11,10,2
강필선,99333,1999,11,11,3
김기환,99636,2000,11,11,3
김현민,96825,2001,11,9,1
박우호,72314,2002,11,10,2
김광희,72143,2003,11,9,4
강명구,73409,2004,11,11,3
김만윤,73224,2004,11,10,3
이양기,73725,2004,11,10,0
임훈,74823,2004,11,10,2
허준,93705,2004,11,10,0
장종훈,87760,2005,11,11,1
채종범,70833,2005,11,9,5
김영복,73438,2006,11,11,1
강혁,99210,2007,11,7,0
권도영,73363,2007,11,9,2
박연수,98130,2007,11,10,1
오태근,72169,2008,11,9,0
이성재,78363,2008,11,10,2
지석훈,73306,2008,11,9,0
임도현,78128,2009,11,9,1
정주현,79150,2009,11,11,1
최주환,76267,2009,11,10,0
정주현,79150,2010,11,9,2
박정환,70408,2011,11,9,2
박진원,76235,2011,11,11,1
박헌도,79356,2011,11,10,0
이해창,60343,2011,11,10,1
강명구,73409,2012,11,10,1
고장혁,63636,2013,11,11,1
신현철,76304,2013,11,9,1
이천웅,61186,2013,11,10,1
하주석,62700,2013,11,11,1
이상훈,60724,2014,11,10,0
이승재,76553,2014,11,11,1
하주석,62700,2015,11,10,3
이현석,65869,2016,11,11,2
최용제,64213,2016,11,9,2
나성용,61742,2017,11,11,2
워스,67827,2017,11,9,1
남태혁,66052,2018,11,11,2
김웅빈,65898,2019,11,11,3
박한결,63703,2019,11,11,2
정준혁,63558,2019,11,11,3
지성준,64717,2020,11,8,2
최정민,62893,2020,11,9,1
박전섭,80044,1983,10,10,2
손상대,30003,1983,10,8,1
최영환,82581,1983,10,9,1
황병일,83473,1985,10,10,1
박용성,80042,1987,10,10,0
박희찬,80048,1987,10,10,3
이성근,80093,1987,10,10,1
길홍규,88271,1988,10,9,3
임경택,86571,1988,10,8,2
차영석,80538,1988,10,10,2
최동창,86240,1988,10,10,1
나광남,89477,1991,10,8,1
이광근,86321,1991,10,8,0
현남수,89572,1991,10,10,1
김병조,92607,1992,10,8,2
박태호,87531,1992,10,10,3
박현수,90643,1992,10,9,2
우효동,92817,1992,10,10,1
조경택,92204,1992,10,10,3
장덕영,92310,1993,10,8,1
조규철,93525,1993,10,9,1
강두곤,92412,1994,10,9,2
박재벌,92612,1994,10,10,2
신진수,94749,1994,10,10,2
윤혁,80081,1994,10,9,1
이군옥,94827,1994,10,10,2
최홍주,93404,1994,10,9,0
김원근,91750,1995,10,10,2
서정민,92309,1995,10,10,0
손차훈,93309,1995,10,10,2
최찬욱,94403,1995,10,9,0
함석원,94250,1996,10,9,1
이영주,97510,1997,10,7,1
장진성,91776,1997,10,10,2
정회열,90660,1997,10,9,0
김승관,95468,1998,10,8,2
김훈,93612,1998,10,9,2
허문회,94145,2000,10,10,2
강규철,97204,2001,10,10,3
이우민,71565,2001,10,9,1
고영민,72214,2002,10,10,1
윤현식,70148,2002,10,9,0
추승우,72139,2002,10,10,2
하춘동,96467,2002,10,10,2
정성열,99449,2003,10,9,1
정수성,97350,2003,10,8,3
김민철,71609,2004,10,10,2
김용우,72131,2004,10,7,0
최민준,73757,2004,10,10,1
박노민,74756,2005,10,10,1
오윤,70312,2005,10,10,1
차일목,73602,2005,10,8,2
송수,74256,2006,10,9,2
김동건,71806,2007,10,10,0
안재만,97157,2007,10,10,1
이호신,77648,2007,10,10,1
오지환,79109,2009,10,9,1
한윤섭,78762,2009,10,9,0
양종민,79530,2010,10,9,1
김다원,78765,2011,10,9,0
김도현,61360,2011,10,8,4
김성현,76802,2011,10,9,0
황선일,76404,2011,10,9,2
서상우,62164,2012,10,9,0
정진기,61869,2012,10,8,1
모상기,76469,2013,10,8,1
조중근,71835,2013,10,10,3
김광연,63601,2014,10,10,0
임익준,77464,2014,10,10,3
전현태,75706,2014,10,10,1
추승우,72139,2014,10,6,1
김재유,65506,2015,10,9,1
홍성갑,61366,2015,10,9,3
황진수,78566,2016,10,10,0
박준혁,64724,2017,10,10,1
안주형,66406,2017,10,10,3
김창혁,60184,2018,10,10,2
이준수,77654,2018,10,8,2
김은성,65304,2019,10,8,1
최승민,65905,2019,10,9,4
김민수,67504,2020,10,8,2
이거연,50819,2020,10,8,1
이재율,66968,2020,10,9,4
구재서,82243,1983,9,8,0
조호,80535,1983,9,8,3
구재서,82243,1985,9,9,2
김명구,83700,1985,9,8,1
김봉기,82776,1985,9,9,1
김이수,80023,1985,9,9,1
이창원,86520,1986,9,9,3
정국헌,87550,1987,9,8,0
김무종,83800,1988,9,8,1
박희찬,80048,1988,9,7,0
차영화,10005,1989,9,9,2
박선일,89730,1990,9,8,0
이경복,89622,1990,9,9,2
최치용,90283,1990,9,8,3
김홍기,91323,1991,9,8,1
이복근,86220,1991,9,8,1
이재성,87520,1991,9,7,0
이종택,91114,1991,9,7,0
최덕현,90282,1991,9,9,2
최영술,91213,1991,9,4,1
김정수,87412,1992,9,9,2
김진규,88310,1992,9,9,2
박인구,90869,1992,9,9,1
유성기,91876,1992,9,7,1
이규창,90852,1992,9,7,1
전상렬,91465,1992,9,9,1
전종진,92408,1992,9,9,2
한기철,92409,1992,9,9,2
강효섭,92815,1993,9,9,3
임성우,91752,1993,9,9,2
조용호,87771,1993,9,9,2
김상재,91823,1994,9,9,2
송명철,89273,1994,9,8,2
양회열,91113,1994,9,9,1
이동우,95190,1995,9,9,1
전성철,94604,1995,9,8,1
김광현,94233,1996,9,8,1
김진삼,95458,1996,9,9,0
계기범,93339,1997,9,9,2
김병철,95319,1997,9,7,2
김진삼,95458,1997,9,9,4
진상봉,90768,1997,9,7,0
김기환,99636,1999,9,9,2
박규대,96408,1999,9,8,1
신경현,98742,1999,9,7,0
조효상,96704,1999,9,9,1
김상호,98845,2000,9,8,2
김진삼,95458,2001,9,9,3
이대호,71564,2001,9,8,4
정성열,99449,2002,9,9,0
김영화,73540,2003,9,9,1
김정민,93112,2003,9,9,3
손주인,72456,2003,9,9,1
조민철,72623,2003,9,9,1
김재호,74206,2004,9,9,0
박노민,74756,2004,9,9,1
조평호,74358,2006,9,6,0
박종윤,71562,2007,9,9,2
김문호,76509,2008,9,8,3
차화준,75307,2008,9,8,2
김동영,75739,2010,9,7,0
김형철,73827,2010,9,9,1
이성우,71184,2011,9,9,3
이성우,71184,2012,9,8,0
이명환,78694,2013,9,9,1
조윤준,62147,2014,9,7,1
김기현,77869,2015,9,7,3
백동훈,63559,2015,9,7,0
윤병호,62016,2015,9,9,1
김원석,62768,2016,9,8,2
박준혁,64724,2016,9,8,3
윤병호,62016,2016,9,9,1
이정식,74402,2016,9,8,0
최병연,60658,2016,9,8,0
정주현,79150,2017,9,8,0
최정민,62893,2017,9,9,3
김재율,61114,2019,9,9,1
박헌욱,62921,2019,9,9,1
이인혁,68901,2019,9,8,2
김성윤,67449,2020,9,7,2
류효승,50868,2020,9,8,1
양성우,62797,2020,9,9,2
엄태섭,80071,1983,8,8,0
김무관,96473,1984,8,7,0
임정면,80116,1984,8,8,1
사인상,80050,1986,8,8,2
이근식,80085,1986,8,7,1
정종현,82005,1986,8,7,1
홍순만,80615,1986,8,6,0
김문영,82777,1987,8,8,0
김정수,87412,1987,8,8,2
윤홍식,80082,1987,8,6,1
서창기,88670,1988,8,6,1
김종문,86712,1989,8,7,0
윤동균,80079,1989,8,8,1
박경완,92809,1991,8,6,0
박규대,96408,1991,8,6,0
백성진,91351,1991,8,6,1
심재원,83571,1991,8,8,2
전봉석,90550,1991,8,7,1
김인철,91211,1992,8,7,1
백성진,91351,1992,8,6,0
장주덕,90480,1992,8,7,1
김동재,83411,1993,8,7,0
신경호,92610,1993,8,7,2
원원근,88374,1994,8,5,1
장진성,91776,1994,8,7,1
김영일,97537,1995,8,8,0
남상규,95670,1995,8,7,1
김대헌,96725,1996,8,8,1
안상준,95666,1996,8,8,3
정호진,93502,1996,8,8,3
황성기,96624,1996,8,8,0
김정윤,93751,1997,8,8,1
장성국,97424,1997,8,8,1
신경현,98742,1998,8,7,0
오충원,98829,1998,8,7,0
정원배,96822,1998,8,8,1
이우석,98615,1999,8,7,2
장영균,99459,1999,8,4,0
임학수,96456,2000,8,7,2
김성균,99200,2001,8,8,0
서한규,98504,2001,8,8,0
황성관,97400,2001,8,6,0
김용우,72131,2002,8,7,1
신국환,95146,2002,8,6,1
이준민,72452,2002,8,7,1
장성국,97424,2002,8,8,0
맹진국,73713,2003,8,7,0
오태근,72169,2003,8,6,0
이태호,72448,2004,8,8,2
조효상,96704,2004,8,7,0
김형철,73827,2005,8,8,3
박종윤,71562,2005,8,7,0
손주인,72456,2005,8,7,2
안치용,72161,2005,8,7,1
최길성,70649,2005,8,7,1
이병규,76100,2006,8,8,1
이승주,74346,2007,8,7,0
김재구,72850,2008,8,8,0
박연수,98130,2008,8,8,1
이영욱,78467,2008,8,7,0
정현석,78745,2008,8,7,0
윤진호,79198,2009,8,6,2
김용호,61710,2011,8,8,0
김동한,61204,2012,8,8,3
민병헌,76249,2012,8,7,1
손인호,98538,2012,8,8,0
황선일,76404,2012,8,8,1
김광연,63601,2013,8,8,5
김재민,63125,2013,8,8,1
임세업,72458,2013,8,7,2
정진기,61869,2013,8,8,1
최영진,61197,2013,8,8,1
김재현,64499,2014,8,7,1
박찬도,62409,2014,8,8,4
이성곤,64266,2014,8,8,2
조성환,99543,2014,8,7,0
강로한,65515,2015,8,8,1
강봉규,70224,2015,8,6,0
이상훈,60724,2015,8,7,0
이창섭,60304,2015,8,5,0
조윤준,62147,2015,8,8,0
김진곤,63088,2016,8,8,1
정현석,78745,2016,8,8,0
주현상,65707,2016,8,8,2
성의준,62406,2017,8,6,0
이진영,66657,2017,8,5,2
이호신,77648,2017,8,7,1
최정용,65464,2017,8,6,2
홍성갑,61366,2017,8,7,1
권정웅,65412,2018,8,8,0
김주형,74605,2018,8,8,1
백상원,60456,2018,8,6,3
백승현,65109,2018,8,8,2
안주형,66406,2018,8,8,2
전민재,68205,2018,8,8,3
홍성갑,61366,2018,8,8,0
예진원,68330,2019,8,6,1
오영수,68904,2019,8,8,1
최선호,64493,2019,8,6,1
김성표,63435,2020,8,8,1
서호철,69995,2020,8,8,0
신용수,69508,2020,8,7,3
최정기,80583,1983,7,7,1
김봉기,82776,1984,7,6,2
장정기,80201,1984,7,5,0
김성갑,85410,1985,7,6,0
정문섭,80203,1985,7,6,1
정진호,83450,1986,7,4,1
조흥운,80536,1986,7,5,0
김석일,83899,1987,7,7,2
이재성,87520,1987,7,6,0
정학수,80502,1989,7,5,1
이동채,90522,1990,7,6,1
김재상,82516,1991,7,7,0
김정훈,89610,1991,7,4,0
박선일,89730,1991,7,6,2
정삼룡,88250,1991,7,6,1
최홍석,91444,1991,7,6,0
김상우,89514,1992,7,7,1
이태환,92514,1992,7,4,0
최훈재,89142,1992,7,7,0
구천서,82273,1993,7,5,0
박기복,93556,1993,7,6,0
최영술,91213,1993,7,7,1
김홍집,92708,1994,7,5,0
전봉석,90550,1994,7,7,0
정호진,93502,1994,7,5,0
최병국,93443,1994,7,7,1
김정규,92210,1995,7,7,1
여태구,88376,1995,7,6,0
유진우,94602,1995,7,6,1
이중화,87722,1995,7,7,1
정진식,94724,1995,7,7,1
장용대,93349,1996,7,5,1
안상준,95666,1997,7,7,0
전종화,87570,1997,7,7,2
강인권,95712,1998,7,5,0
김상호,98845,1999,7,7,1
정경훈,90876,1999,7,3,0
심재윤,98762,2001,7,6,1
오우진,71638,2001,7,7,2
유필선,96513,2001,7,6,1
장용대,93349,2001,7,7,0
박봉수,72432,2002,7,6,0
이태호,72448,2002,7,6,0
조동찬,72466,2002,7,7,2
엄정대,98569,2003,7,6,1
맹진국,73713,2004,7,7,2
방승재,74242,2004,7,7,0
서동욱,73606,2005,7,6,0
김승관,95468,2007,7,6,0
이여상,76435,2007,7,7,1
서정호,74564,2008,7,7,0
안재만,97157,2008,7,7,1
임도현,78128,2008,7,6,2
오정복,79453,2009,7,7,1
하지호,79804,2010,7,7,0
채상병,72742,2012,7,7,0
한동민,62895,2012,7,7,2
김종찬,60032,2013,7,7,1
박상규,78758,2013,7,6,1
임종혁,63554,2013,7,6,0
홍명찬,76854,2013,7,7,2
고도현,63563,2014,7,7,2
김지성,62007,2014,7,6,1
오윤,70312,2014,7,6,0
최영진,61197,2014,7,7,1
허웅,72324,2014,7,6,2
김재성,65132,2015,7,6,0
최병연,60658,2015,7,6,1
도태훈,66965,2016,7,6,1
유서준,64890,2016,7,7,0
조평호,74358,2016,7,6,1
황대인,65610,2016,7,7,3
김태우,62927,2017,7,7,3
노진혁,62931,2017,7,7,2
강상원,66710,2018,7,6,0
김호재,64407,2018,7,6,1
예진원,68330,2018,7,7,1
오정복,79453,2018,7,7,0
이흥련,63440,2018,7,7,0
김병희,64014,2019,7,7,1
김재성,65132,2019,7,5,1
안치영,67006,2019,7,6,1
배성근,64501,2020,7,7,0
신성현,64086,2020,7,4,1
박희찬,80048,1985,6,4,0
조호,80535,1985,6,6,1
홍순호,80617,1985,6,6,1
임정면,80116,1986,6,5,2
장진범,90911,1986,6,6,0
김종문,86712,1988,6,6,1
송형석,80058,1988,6,6,1
정존수,89450,1989,6,5,2
조상헌,80532,1989,6,6,0
김종문,86712,1990,6,5,2
양민석,90656,1990,6,6,0
유태완,90774,1990,6,6,1
이종운,89522,1990,6,6,1
정경훈,90876,1990,6,6,1
김일훈,91764,1991,6,6,2
김종문,86712,1991,6,5,1
박인구,90869,1991,6,6,0
서정민,92309,1992,6,6,1
이광길,83320,1992,6,4,0
황윤성,92306,1992,6,5,1
김정수,91875,1993,6,6,0
이태환,92514,1993,6,6,1
장용대,93349,1993,6,4,0
길랑균,94260,1994,6,6,1
김태동,92608,1994,6,6,2
우효동,92817,1994,6,6,0
유태준,94851,1994,6,6,1
지윤석,93662,1994,6,6,2
김승관,95468,1995,6,4,0
임성주,94353,1995,6,4,0
정학원,91806,1995,6,6,1
오중석,96706,1996,6,5,1
고기성,93726,1997,6,6,1
최승우,97442,1998,6,6,1
정현택,98129,2000,6,5,3
조상수,99402,2000,6,6,1
최길성,70649,2000,6,5,2
김동건,71806,2001,6,5,1
김승관,95468,2001,6,6,0
오세학,98262,2001,6,6,1
조동화,71848,2001,6,6,1
최길성,70649,2001,6,4,1
김동건,71806,2002,6,6,1
임주택,91739,2002,6,6,0
